SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,OPERATE_INCOME,EARNED_PREMIUM,INSURANCE_INCOME,REINSURE_INCOME,REINSURE_PREMIUM,EXTRACT_UNEXPIRE_RESERVE,EARNED_PREMIUM_BALANCE,BANK_INTEREST_NI,BANK_INTEREST_INCOME,BANK_INTEREST_EXPENSE,UNINSURANCE_CNI,UNINSURANCE_CI,UNINSURANCE_CE,INVEST_INCOME,INVEST_JOINT_INCOME,FAIRVALUE_CHANGE,EXCHANGE_INCOME,OTHER_BUSINESS_INCOME,ASSET_DISPOSAL_INCOME,OTHER_INCOME,OPERATE_INCOME_OTHER,OPERATE_INCOME_BALANCE,OPERATE_EXPENSE,SURRENDER_VALUE,COMPENSATE_EXPENSE,AMORTIZE_COMPENSATE_EXPENSE,EXTRACT_INSURANCE_RESERVE,AMORTIZE_INSURANCE_RESERVE,POLICY_BONUS_EXPENSE,REINSURE_EXPENSE,OPERATE_TAX_ADD,FEE_COMMISSION_EXPENSE,BUSINESS_MANAGE_EXPENSE,AMORTIZE_REINSURE_EXPENSE,INTEREST_EXPENSE,FINANCE_EXPENSE,OTHER_BUSINESS_COST,ASSET_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS,OPERATE_EXPENSE_OTHER,OPERATE_EXPENSE_BALANCE,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT,NONBUSINESS_INCOME,NONCURRENT_DISPOSAL_INCOME,NONBUSINESS_EXPENSE,NONCURRENT_DISPOSAL_LOSS,EFFECT_TP_OTHER,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT,INCOME_TAX,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_BALANCE,NETPROFIT,CONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT,PARENT_NETPROFIT,MINORITY_INTEREST,DEDUCT_PARENT_NETPROFIT,NETPROFIT_OTHER,NETPROFIT_BALANCE,BASIC_EPS,DILUTED_EPS,OTHER_COMPRE_INCOME,PARENT_OCI,MINORITY_OCI,PARENT_OCI_OTHER,PARENT_OCI_BALANCE,UNABLE_OCI,SETUP_PROFIT_CHANGE,RIGHTLAW_UNABLE_OCI,UNABLE_OCI_OTHER,UNABLE_OCI_BALANCE,ABLE_OCI,RIGHTLAW_ABLE_OCI,AFA_FAIRVALUE_CHANGE,HMI_AFA,CASHFLOW_HEDGE_VALID,CONVERT_DIFF,ABLE_OCI_OTHER,ABLE_OCI_BALANCE,OCI_OTHER,OCI_BALANCE,TOTAL_COMPRE_INCOME,PARENT_TCI,MINORITY_TCI,TCI_BALANCE,EFFECT_TCI_BALANCE,OTHERRIGHT_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE,FINANCE_OCI_AMT,CREDITOR_IMPAIRMENT_RESERVE,ACF_END_INCOME,OPINION_TYPE,OPERATE_INCOME_YOY,EARNED_PREMIUM_YOY,INSURANCE_INCOME_YOY,REINSURE_INCOME_YOY,REINSURE_PREMIUM_YOY,EXTRACT_UNEXPIRE_RESERVE_YOY,EARNED_PREMIUM_BALANCE_YOY,BANK_INTEREST_NI_YOY,BANK_INTEREST_INCOME_YOY,BANK_INTEREST_EXPENSE_YOY,UNINSURANCE_CNI_YOY,UNINSURANCE_CI_YOY,UNINSURANCE_CE_YOY,INVEST_INCOME_YOY,INVEST_JOINT_INCOME_YOY,FAIRVALUE_CHANGE_YOY,EXCHANGE_INCOME_YOY,OTHER_BUSINESS_INCOME_YOY,ASSET_DISPOSAL_INCOME_YOY,OTHER_INCOME_YOY,OPERATE_INCOME_OTHER_YOY,OPERATE_INCOME_BALANCE_YOY,OPERATE_EXPENSE_YOY,SURRENDER_VALUE_YOY,COMPENSATE_EXPENSE_YOY,AMORTIZE_COMPENSATE_EXPENSE_YOY,EXTRACT_INSURANCE_RESERVE_YOY,AMORTIZE_INSURANCE_RESERVE_YOY,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE_YOY,OPERATE_TAX_ADD_YOY,FEE_COMMISSION_EXPENSE_YOY,BUSINESS_MANAGE_EXPENSE_YOY,AMORTIZE_REINSURE_EXPENSE_YOY,INTEREST_EXPENSE_YOY,FINANCE_EXPENSE_YOY,OTHER_BUSINESS_COST_YOY,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS_YOY,OPERATE_EXPENSE_OTHER_YOY,OPERATE_EXPENSE_BALANCE_YOY,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT_YOY,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE_YOY,NETPROFIT_YOY,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT_YOY,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE_YOY,BASIC_EPS_YOY,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME_YOY,PARENT_OCI_YOY,MINORITY_OCI_YOY,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE_YOY,UNABLE_OCI_YOY,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE_YOY,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID_YOY,CONVERT_DIFF_YOY,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE_YOY,OCI_OTHER_YOY,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI_YOY,MINORITY_TCI_YOY,TCI_BALANCE_YOY,EFFECT_TCI_BALANCE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,CREDITRISK_FAIRVALUE_CHANGE_YOY,CREDITOR_FAIRVALUE_CHANGE_YOY,FINANCE_OCI_AMT_YOY,CREDITOR_IMPAIRMENT_RESERVE_YOY,ACF_END_INCOME_YOY
601318.SH,601318,中国平安,10009951,保险,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-27 00:00:00,2024-04-24 00:00:00,CNY,253778000000,133106000000,133106000000,,,,,32323000000.0,58670000000.0,26347000000.0,10025000000.0,11919000000.0,1894000000.0,6823000000,748000000.0,22069000000.0,494000000.0,18503000000,40000000.0,614000000.0,,0.0,198504000000,,,,46000000.0,,,,902000000,,18984000000,,5838000000.0,,10004000000,,15526000000.0,46000000.0,0.0,,0.0,55274000000,75000000,,87000000,,,0.0,55262000000,9097000000,,,46165000000,46165000000.0,,38352000000,7813000000,38371000000,,,2.17,2.13,1831000000.0,2091000000.0,-260000000.0,,,2543000000.0,,402000000.0,-3798000000.0,,-452000000.0,94000000.0,,,117000000.0,-842000000.0,-7757000000.0,,,,47996000000.0,40443000000.0,7553000000.0,,,5939000000.0,,7679000000.0,,257000000.0,-330000000.0,,30.772282942,2.1237091255,2.1237091255,,,,,0.3383622028,4.1947858208,9.3508757367,-3.6613492216,-7.4324324324,-23.3198380567,167.91081915,-75.9871589085,251.7917325813,11.5124153499,14.2654233311,-50.6172839506,-25.0305250305,,,25.2991970913,,,,-99.9453058119,,,,8.6746987952,,-2.2903906531,,1.9381875327,,57.0733239127,,-11.2850694246,70.3703703704,,,,55.1028425513,13.6363636364,,-60.4545454545,,,,55.7421863991,194.5919689119,,,42.5065596543,42.5065596543,,48.8935476357,17.7188488775,48.4945820433,,,47.619047619,46.8965517241,62.7555555556,85.8666666667,-1338.0952380952,,,-82.2093185952,,1708.0,54.6128107075,,96.5676968638,153.7142857143,,,1270.0,-210.7011070111,-9.4848270995,,,,43.1861575179,50.440799018,13.8014163025,,,-58.523639919,,224.8820946495,,-50.6717850288,-1.5384615385
601318.SH,601318,中国平安,10009951,保险,2022-12-31 00:00:00,年报,2022年报,058001001,2023-03-16 00:00:00,2024-03-22 00:00:00,CNY,880355000000,525981000000,525981000000,132000000.0,21967000000.0,5248000000.0,,131096000000.0,228784000000.0,97688000000.0,36054000000.0,45982000000.0,9928000000.0,38612000000,10165000000.0,-36936000000.0,3144000000.0,63166000000,311000000.0,2994000000.0,,0.0,737516000000,54102000000.0,282122000000.0,14082000000.0,78000000.0,43000000.0,19599000000.0,26000000.0,3414000000,70354000000.0,76401000000,6150000000.0,22698000000.0,,27101000000,,80553000000.0,78000000.0,0.0,,0.0,142839000000,359000000,,863000000,,,0.0,142335000000,7518000000,,,134817000000,134817000000.0,,111008000000,23809000000,111397000000,,,6.36,6.27,-15868000000.0,-16524000000.0,656000000.0,,,1900000000.0,,55000000.0,-4391000000.0,,-18424000000.0,39000000.0,,,-346000000.0,3619000000.0,-36661000000.0,,,,118949000000.0,94484000000.0,24465000000.0,,,6236000000.0,,14170000000.0,,755000000.0,-273000000.0,标准无保留意见,-25.4217057311,-28.9150504167,-30.8686548999,-10.8108108108,-27.2808527542,156.4422456442,,8.0152923341,7.1894077465,6.1007266132,-13.2983839938,-10.7561524726,-0.1207243461,-62.6496933584,38.3746256466,-63.3396718702,148.1452249408,-5.7997166505,2121.4285714286,0.3351206434,,,-29.1367165693,2.2123141448,4.9350204944,-13.3308714919,-99.9707662613,-98.9130434783,0.9997423344,8.3333333333,-25.295404814,-12.806276104,-55.7344565665,4.096140826,-19.1724236166,,-60.127997646,,-10.9852586912,173.5849056604,,,,2.2579375022,-37.9965457686,,26.1695906433,,,,1.9737784783,-57.7117786028,,,10.6853746244,10.6853746244,,9.2404888898,17.9597701149,9.501528541,,,10.2253032929,9.6153846154,-664.3545279383,-607.0603337612,151.3409961686,,,161.0343719884,,104.837291117,-203.6835891381,,-2474.2268041237,-66.0869565217,,,-36.7588932806,398.8439306358,-2197.0551378446,,,,-0.6489818419,-4.8317402121,19.6625091709,,,200.4025116728,,679.4279427943,,-60.3258013663,24.7933884298
601318.SH,601318,中国平安,10009951,保险,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-27 00:00:00,2023-10-28 00:00:00,CNY,670101000000,395658000000,395658000000,113000000.0,17191000000.0,3175000000.0,,98123000000.0,170419000000.0,72296000000.0,27178000000.0,34707000000.0,7529000000.0,23174000000,8284000000.0,-13806000000.0,2343000000.0,48175000000,123000000.0,2103000000.0,,0.0,547177000000,42255000000.0,209180000000.0,10950000000.0,212838000000.0,581000000.0,16470000000.0,22000000.0,2567000000,55247000000.0,57870000000,4982000000.0,17498000000.0,,20115000000,,60087000000.0,176000000.0,0.0,,0.0,122924000000,232000000,,511000000,,,0.0,122645000000,11120000000,,,111525000000,111525000000.0,,92781000000,18744000000,92978000000,,,5.32,5.24,-23218000000.0,-23319000000.0,101000000.0,,,-2184000000.0,,-535000000.0,4630000000.0,,-21135000000.0,-200000000.0,,,-284000000.0,4149000000.0,-63714000000.0,,,,88307000000.0,69462000000.0,18845000000.0,,,-6279000000.0,,38952000000.0,,-38000000.0,-237000000.0,,-25.9253240831,-31.2606846516,-33.1393374059,-16.9117647059,-29.9555881514,137.9330943847,,8.6008057376,7.4337912209,5.8894177957,-15.2435601572,-12.2563519151,0.5341167045,-70.1065503986,45.7167985928,24.2178065649,185.7317073171,-2.9395172664,373.0769230769,-5.3129221072,,,-30.8119693243,6.6722205392,6.1698067241,-2.4325046779,-2.2934895379,-84.9637681159,1.6541167757,0.0,-23.76002376,-14.0365345117,-53.0302661375,10.661928032,-20.5322675871,,-59.668364278,,-7.8985285101,433.3333333333,,,,8.0422592156,-25.641025641,,33.4203655352,,,,7.8643483461,-31.1668214175,,,14.328330668,14.328330668,,13.6492809721,17.8126964173,13.7679563419,,,14.9028077754,14.1612200436,-666.0178159023,-607.9234972678,-61.5969581749,,,52.676056338,,56.7851373183,-24.1605241605,,-1699.9242997729,-141.8410041841,,,-42.7135678392,1309.6209912536,-4243.1492842536,,,,-6.5702466223,-11.3371796181,16.5213627651,,,33.7797932926,,3425.0678733032,,-102.1751574127,42.1951219512
601318.SH,601318,中国平安,10009951,保险,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-24 00:00:00,2023-08-30 00:00:00,CNY,454064000000,262127000000,262127000000,55000000.0,11876000000.0,4436000000.0,,64596000000.0,112740000000.0,48144000000.0,19381000000.0,24180000000.0,4799000000.0,4537000000,6100000000.0,10424000000.0,1142000000.0,32134000000,109000000.0,1633000000.0,62149000000.0,0.0,361699000000,28410000000.0,138210000000.0,7974000000.0,135000000.0,-668000000.0,13713000000.0,9000000.0,1640000000,39175000000.0,38811000000,3720000000.0,11747000000.0,,13184000000,,39751000000.0,11987000000.0,0.0,,0.0,92365000000,146000000,,397000000,,,0.0,92114000000,9916000000,,,82198000000,82198000000.0,,70725000000,11473000000,70881000000,,,4.05,3.99,-5216000000.0,-5803000000.0,587000000.0,,,4406000000.0,,170000000.0,-8755000000.0,,-10209000000.0,-52000000.0,,,-188000000.0,1812000000.0,-19572000000.0,,,,76982000000.0,64922000000.0,12060000000.0,,,12991000000.0,,6872000000.0,,919000000.0,-312000000.0,,-28.5668663051,-36.1117745985,-37.957812818,-44.4444444444,-9.5850780358,578.5329018339,,7.8847599165,7.586601775,7.1891350328,-9.7172404155,-7.1856287425,4.667393675,-90.4367438135,169.1968225949,567.0250896057,113.8576779026,-4.1033752126,303.7037037037,25.6153846154,-2.0303608304,,-35.034674014,8.6258316128,8.0044073863,29.1963707064,-99.9173821778,-124.2468239564,2.2747613365,-43.75,-26.8836379848,-15.1247941763,-51.9618279038,24.9580114209,-22.0762852405,,-61.1664212077,,-17.1560761103,-20.4947933939,,,,17.0777772144,-25.5102040816,,48.6891385768,,,,16.8647949151,-8.6756308712,,,20.9452201933,20.9452201933,,21.9291440393,15.2138983732,22.0634073258,,,23.1003039514,22.3926380368,-402.7278003482,-499.6556473829,116.6051660517,,,298.0126467931,,135.7894736842,-146016.666666667,,-3059.1304347826,-112.0930232558,,,-40.2985074627,575.5905511811,-2672.2379603399,,,,10.4698217719,9.1915165582,17.9000879851,,,724.3020304569,,1019.9464524766,,-51.1949017525,-39.9103139013
601318.SH,601318,中国平安,10009951,保险,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-30 00:00:00,2023-04-27 00:00:00,CNY,194061000000,130338000000,130338000000,33000000.0,7084000000.0,3534000000.0,,32214000000.0,56308000000.0,24094000000.0,10406000000.0,12876000000.0,2470000000.0,-10047000000,3115000000.0,-14539000000.0,443000000.0,16193000000,81000000.0,819000000.0,,0.0,158424000000,14859000000.0,74184000000.0,3845000000.0,84104000000.0,120000000.0,10350000000.0,5000000.0,830000000,22738000000.0,19429000000,2142000000.0,5727000000.0,,6369000000,,17501000000.0,27000000.0,0.0,,0.0,35637000000,66000000,,220000000,,,0.0,35483000000,3088000000,,,32395000000,32395000000.0,,25758000000,6637000000,25840000000,,,1.47,1.45,1125000000.0,1125000000.0,21000000.0,,,14294000000.0,,-25000000.0,-8368000000.0,,-13169000000.0,-175000000.0,,,-10000000.0,-271000000.0,-7085000000.0,,,,33520000000.0,26883000000.0,6637000000.0,,,14319000000.0,,-6149000000.0,,521000000.0,-325000000.0,,-42.9748933319,-44.6032616318,-46.569867304,-59.756097561,-2.6655674636,155.7163531114,,7.3191857947,8.1847525361,9.3640778902,2.5120677766,-2.1952145841,-18.0491041805,-149.0073654944,21.7748240813,-258.1916728258,41.9871794872,-0.0370393234,145.4545454545,63.8,,,-47.4672714974,13.3669031815,9.2869770183,26.231122784,-11.5932431438,-82.5327510917,1.8400078717,-61.5384615385,-26.6136162688,-14.3739408774,-52.5172295811,28.4943011398,-25.613716067,,-56.0455486542,,-22.6577691356,50.0,,,,-8.0003097893,-23.2558139535,,30.1775147929,,,,-8.2011745531,-45.2676355902,,,-1.8660446518,-1.8660446518,,-5.3814788965,14.6682791983,-5.3133015757,,,-4.5454545455,-5.2287581699,-85.4538401862,-85.3190656401,-70.4225352113,,,87.6838235294,,-107.5528700906,17.6702085793,,-28119.1489361702,-161.4035087719,,,66.6666666667,-163.1701631702,-58941.6666666667,,,,-17.7322370843,-22.9404345583,13.2787165045,,,-17.9379907158,,-212.9262086514,,-61.1194029851,-470.1754385965
601318.SH,601318,中国平安,10009951,保险,2021-12-31 00:00:00,年报,2021年报,058001001,2022-03-18 00:00:00,2023-03-16 00:00:00,CNY,1180444000000,739933000000,760843000000,148000000.0,30208000000.0,-9298000000.0,,121368000000.0,213439000000.0,92071000000.0,41584000000.0,51524000000.0,9940000000.0,103378000000,7346000000.0,-22613000000.0,1267000000.0,67055000000,14000000.0,2984000000.0,,0.0,1040759000000,52931000000.0,268854000000.0,16248000000.0,266815000000.0,3956000000.0,19405000000.0,24000000.0,4570000000,80687000000.0,172597000000,5908000000.0,28082000000.0,,67970000000,,90494000000.0,-106000000.0,0.0,,0.0,139685000000,579000000,,684000000,,,0.0,139580000000,17778000000,,,121802000000,121802000000.0,,101618000000,20184000000,101731000000,,,5.77,5.72,-2076000000.0,-2337000000.0,261000000.0,,,-3113000000.0,,-1137000000.0,4235000000.0,,776000000.0,115000000.0,,,-253000000.0,-1211000000.0,-1596000000.0,,,,119726000000.0,99281000000.0,20445000000.0,,,-6211000000.0,,1818000000.0,,1903000000.0,-363000000.0,标准无保留意见,-3.1084735885,-2.3318404591,-4.6419261042,-13.9534883721,30.900896997,-154.0455707975,,6.2543773638,6.4029512201,6.5994373111,9.5988614201,2.7233940747,-18.6313032089,-17.0993015293,-56.3906203621,-374.0670859539,-42.9022082019,4.4779607672,100.0,-12.1836374338,,,1.0434840016,43.3900417186,13.3754470009,41.2501086673,-12.2062051061,191.3107511046,2.126203884,33.3333333333,-0.9750812568,-20.8974245856,-2.1703150329,-7.0484581498,6.2263579967,,7.5729999209,,17.4606059033,-184.8,,,,-25.8194196618,52.7704485488,,-25.571273123,,,,-25.6620012356,-37.4124273895,,,-23.567542467,-23.567542467,,-28.9876239526,24.1328413284,-29.127072593,,,-28.7654320988,-28.855721393,90.2305882353,88.4808753943,127.130977131,,,80.7387699542,,-167.1985815603,-84.5764440236,,118.8075618032,459.375,,,-408.5365853659,48.2035928144,-338.5650224215,,,,-13.3105011259,-19.1595215412,33.6449209047,,,86.2928142655,,165.893439652,,655.1587301587,-377.0992366412
601318.SH,601318,中国平安,10009951,保险,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-28 00:00:00,2022-10-27 00:00:00,CNY,904629000000,575592000000,591765000000,136000000.0,24543000000.0,-8370000000.0,,90352000000.0,158627000000.0,68275000000.0,32066000000.0,39555000000.0,7489000000.0,77522000000,5685000000.0,-18218000000.0,820000000.0,49634000000,26000000.0,2221000000.0,,0.0,790855000000,39612000000.0,197024000000.0,11223000000.0,217834000000.0,3864000000.0,16202000000.0,22000000.0,3367000000,64268000000.0,123207000000,4502000000.0,22019000000.0,,49874000000,,65240000000.0,33000000.0,0.0,,0.0,113774000000,312000000,,383000000,,,0.0,113703000000,16155000000,,,97548000000,97548000000.0,,81638000000,15910000000,81726000000,,,4.63,4.59,-3031000000.0,-3294000000.0,263000000.0,,,-4615000000.0,,-1238000000.0,6105000000.0,,1321000000.0,478000000.0,,,-199000000.0,-343000000.0,-1467000000.0,,,,94517000000.0,78344000000.0,16173000000.0,,,-9482000000.0,,1105000000.0,,1747000000.0,-410000000.0,,-1.3566030946,-2.2109866362,-5.5738348418,29.5238095238,38.8807152558,-140.9932412577,,6.0009150956,5.8783873982,5.7166746667,10.8591184097,3.1474913946,-20.5242491775,-16.2757041645,-56.1647004395,-21.8921450555,-32.8968903437,6.6526279599,-25.7142857143,-7.2263993317,,,1.4671165739,46.4290995121,12.0199223347,39.0534010655,-6.3607171873,380.0,1.4463715484,69.2307692308,-3.717472119,-21.7351064348,-5.5378363873,-10.0858797683,10.581558859,,9.308085125,,12.6575720946,-62.9213483146,,,,-17.3454413367,19.5402298851,,-28.8104089219,,,,-17.2304601341,-28.139317646,,,-15.0959161647,-15.0959161647,,-20.7713434458,34.2502742385,-20.8503220183,,,-20.5831903945,-20.725388601,89.0244785632,87.7199522815,133.2070707071,,,80.6198295049,,-141.8809201624,-84.9944697063,,143.8724676187,300.8403361345,,,-216.3742690058,69.154676259,-205.8441558442,,,,8.2966680416,2.790715982,46.242879103,,,85.9430130163,,132.4427480916,,829.2553191489,-174.9542961609
601318.SH,601318,中国平安,10009951,保险,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-27 00:00:00,2022-08-24 00:00:00,CNY,635649000000,410290000000,422498000000,99000000.0,13135000000.0,-927000000.0,,59875000000.0,104790000000.0,44915000000.0,21467000000.0,26052000000.0,4585000000.0,47442000000,2266000000.0,-2232000000.0,534000000.0,33509000000,27000000.0,1300000000.0,63437000000.0,0.0,556757000000,26154000000.0,127967000000.0,6172000000.0,163403000000.0,2755000000.0,13408000000.0,16000000.0,2243000000,46156000000.0,80792000000,2977000000.0,15075000000.0,,33950000000,,47983000000.0,15077000000.0,0.0,,0.0,78892000000,196000000,,267000000,,,0.0,78821000000,10858000000,,,67963000000,67963000000.0,,58005000000,9958000000,58069000000,,,3.29,3.26,1723000000.0,1452000000.0,271000000.0,,,1107000000.0,,-475000000.0,6000000.0,,345000000.0,430000000.0,,,-134000000.0,-381000000.0,-706000000.0,,,,69686000000.0,59457000000.0,10229000000.0,,,1576000000.0,,-747000000.0,,1883000000.0,-223000000.0,,0.9037139102,-1.3142387085,-5.1642518041,47.7611940299,8.8325461927,-105.2426196132,,7.5341235632,4.8487152806,1.4707211278,15.6440230566,7.5950935448,-18.8495575221,-15.1988560193,-71.6997627076,54.1024059223,281.4285714286,8.4819838778,-54.2372881356,-13.3910726183,,,3.307659051,51.1791907514,13.1470052521,26.3459570113,-8.033161485,186.0851505711,0.2542246149,220.0,-6.0720268007,-19.5173411917,-0.1137431383,-12.4411764706,16.1223232168,,10.3275705187,,18.4005329912,23095.3846153846,,,,-13.329305136,30.6666666667,,-35.6626506024,,,,-13.1544733363,-26.5954570038,,,-10.537331508,-10.537331508,,-15.5467874146,36.6918325326,-15.6941883593,,,-15.206185567,-15.5440414508,114.3427953051,112.2645493707,255.7471264368,,,109.1351708203,,-114.5526960784,-99.9750778816,,23.6559139785,242.8571428571,,,-578.5714285714,-301.5873015873,-33.4593572779,,,,8.9609881948,4.5967912181,43.8475601181,,,103.9942215576,,-255.9498956159,,355.9322033898,-141.9962335217
601318.SH,601318,中国平安,10009951,保险,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-23 00:00:00,2022-04-30 00:00:00,CNY,340308000000,235281000000,243941000000,82000000.0,7278000000.0,1382000000.0,,30017000000.0,52048000000.0,22031000000.0,10151000000.0,13165000000.0,3014000000.0,20501000000,2558000000.0,-4059000000.0,312000000.0,16199000000,33000000.0,500000000.0,,0.0,301572000000,13107000000.0,67880000000.0,3046000000.0,95133000000.0,687000000.0,10163000000.0,13000000.0,1131000000,26555000000.0,40918000000,1667000000.0,7699000000.0,,14490000000,,22628000000.0,18000000.0,0.0,,0.0,38736000000,86000000,,169000000,,,0.0,38653000000,5642000000,,,33011000000,33011000000.0,,27223000000,5788000000,27290000000,,,1.54,1.53,7734000000.0,7663000000.0,71000000.0,,,7616000000.0,,331000000.0,-10164000000.0,,47000000.0,285000000.0,,,-30000000.0,429000000.0,-12000000.0,,,,40745000000.0,34886000000.0,5859000000.0,,,17449000000.0,,-1965000000.0,,1340000000.0,-57000000.0,,3.698060773,-2.2602836467,-5.427231139,241.6666666667,10.1392251816,-86.9745523091,,8.7336086358,3.4073073332,-3.0624367492,8.8579088472,11.7856839603,22.9200652529,-14.1535111595,-44.6679645252,75.8981058132,809.0909090909,6.0977207231,-8.3333333333,-31.2242090784,,,3.7402949443,88.9705882353,29.3691633314,37.2690401082,-15.5004263483,-6.9105691057,-0.3529757819,333.3333333333,-5.75,-9.8700064488,2.7574083375,-6.8715083799,21.3587641866,,-23.8010096761,,35.4564501646,,,,,3.3704267072,13.1578947368,,-14.2131979695,,,,3.4830798886,-19.6067255628,,,8.8250807675,8.8250807675,,4.4507539424,35.5186139077,4.3115969727,,,4.7619047619,4.7945205479,369.1022964509,313.0386433139,-90.1798063624,,,218.9442448852,,-89.7364341085,-169.4120057365,,-98.325017819,214.9193548387,,,75.2066115702,227.4809160305,99.5900239153,,,,48.3794610342,55.2835395709,17.3207849419,,,171.8923818549,,-133.6069779374,,980.6451612903,-121.1895910781
601318.SH,601318,中国平安,10009951,保险,2020-12-31 00:00:00,年报,2020年报,058001001,2021-02-04 00:00:00,2022-03-18 00:00:00,CNY,1218315000000,757599000000,797880000000,172000000.0,23077000000.0,17204000000.0,,114224000000.0,200595000000.0,86371000000.0,37942000000.0,50158000000.0,12216000000.0,124701000000,16845000000.0,-4770000000.0,2219000000.0,64181000000,7000000.0,3398000000.0,,0.0,1030011000000,36914000000.0,237136000000.0,11503000000.0,303911000000.0,1358000000.0,19001000000.0,18000000.0,4615000000,102003000000.0,176426000000,6356000000.0,26436000000.0,,63185000000,,77042000000.0,125000000.0,0.0,,0.0,188304000000,379000000,,919000000,,,0.0,187764000000,28405000000,,,159359000000,159359000000.0,,143099000000,16260000000,143540000000,,,8.1,8.04,-21250000000.0,-20288000000.0,-962000000.0,,,-16162000000.0,,1692000000.0,27458000000.0,,-4126000000.0,-32000000.0,,,82000000.0,-2338000000.0,669000000.0,,,,138109000000.0,122811000000.0,15298000000.0,,,-45312000000.0,,-2759000000.0,,252000000.0,131000000.0,标准无保留意见,4.2304214252,1.1779176499,0.3541853234,49.5652173913,7.9878334113,-30.9492273731,,26.6524000133,13.573697352,-0.0728879839,-14.2165950712,-8.4708029197,15.5723746452,60.9107449321,-27.4672752325,-110.8185343948,184.8523748395,6.6625673071,-93.3333333333,11.9235836627,,,4.6930442888,38.4569220959,5.3797271475,2.1308709935,5.8820045431,1169.1588785047,-1.696932071,38.4615384615,8.0290262172,-11.1108206321,2.0440506212,-16.059165346,31.5354761668,,-3.444429163,,18.0358510801,,,,,1.7705428368,-11.2412177986,,28.3519553073,,,,1.6374452606,39.4178855404,,,-3.0456605725,-3.0456605725,,-4.2220244031,8.7043722423,3.0770887939,,,-3.6860879905,-4.0572792363,-330.1776429809,-338.1500176077,-234.9228611501,,,-374.3972835314,,-0.2946375958,1013.4397870925,,-256.9418029669,-115.6862745098,,,,-598.5074626866,217.7816901408,,,,-20.4427495867,-22.2350974507,-2.3801927127,,,-729.4207528823,,-253.1926707385,,-65.1452282158,191.1111111111
