每股指标,基本每股收益,0.54,0.38,0.18,0.64,0.48,0.36,0.16,0.72,0.51,0.33,0.16,0.74,0.49,0.34,,1.0,0.6758,0.4442,0.7263,0.471,0.2947
每股指标,稀释每股收益,,,,,,,,,,,,,,,,,,,,,
每股指标,摊薄每股收益_最新股数,0.53627,0.384057,0.175309,0.639908,0.475906,0.35766,0.159051,0.714845,0.509798,0.328313,0.115772,0.422949,0.278161,0.192979,0.086591,0.572333,0.386168,0.2538,0.414234,0.268062,0.167736
每股指标,摊薄每股净资产_期末股数,7.165924,7.014069,7.152437,6.975575,6.813645,6.692131,9.588602,9.359986,9.066594,8.802527,8.808568,8.638532,3.634652,3.489497,,3.131454,,2.529501,9.098616,4.846361,2.625731
每股指标,调整每股净资产_期末股数,6.697366,6.549325,6.682808,6.511029,6.35725,6.239933,8.952121,8.714242,8.47007,8.218135,8.212828,8.037675,2.93193,2.805509,,2.918532,,2.407149,8.633704,4.507729,2.347654
每股指标,每股净资产_最新股数,7.165924,7.014069,7.152437,6.975575,6.813645,6.692131,6.849002,6.685704,6.476138,6.287519,6.291834,6.17038,2.076944,1.993998,1.887905,1.789402,,1.445429,1.155379,0.61298,0.332109
每股指标,每股经营现金流,0.647769,0.418949,-0.082824,0.696365,0.166559,0.041439,-0.272995,1.725451,0.959432,0.49582,0.116536,1.307658,0.602572,0.358951,,0.642316,,0.458057,-2.263085,3.679079,4.477542
每股指标,每股现金流量净额,-0.026821,-0.204214,-0.273021,-0.895663,-0.715702,-0.67932,-0.473744,-0.299832,-0.433606,-0.454268,-0.152167,6.353565,0.394407,0.111607,,0.482665,,0.191419,-3.137346,3.719633,4.704099
每股指标,每股企业自由现金流量,,0.541538,,0.74377,,0.416923,,0.33463,,0.454326,,-5.880201,-0.291258,-0.2005,,-0.129295,,0.166181,-0.014526,-1.152246,-1.651988
每股指标,每股股东自由现金流量,,0.541538,,0.336993,,0.430522,,0.141787,,0.547348,,-5.740092,-0.060666,-0.141295,,0.648482,,0.166181,-0.014526,-1.152246,-1.571671
每股指标,每股未分配利润,2.028046,1.875833,2.017085,1.841775,1.715411,1.597166,2.457979,2.235307,2.055903,1.801824,1.804493,1.639325,1.841374,1.692304,,1.354591,,0.842459,5.321222,3.252429,1.184768
每股指标,每股资本公积金,3.974189,3.973783,3.973378,3.972959,3.972015,3.970841,5.956392,5.949481,5.946215,5.936406,5.933755,5.931102,0.758885,0.752097,,0.722491,,0.679056,2.428012,0.479227,0.365731
每股指标,每股盈余公积金,0.166756,0.166756,0.166756,0.166756,0.129118,0.129118,0.180766,0.180766,0.073104,0.073104,0.072877,0.072717,0.045301,0.045301,,0.045301,,,0.320436,0.140537,0.088834
每股指标,每股留存收益,2.194802,2.04259,2.183841,2.008532,1.84453,1.726284,2.638745,2.416073,2.129007,1.874928,1.877371,1.712043,1.886675,1.737605,,1.399892,,0.842459,5.641658,3.392966,1.273602
每股指标,每股营业收入,5.451263,3.590457,1.752709,6.910399,5.03193,3.280532,2.198937,8.60399,6.236761,4.061678,1.918555,7.655668,6.970948,4.647095,,9.417634,,4.458445,30.785895,23.738171,15.345928
每股指标,每股营业总收入,5.451263,3.590457,1.752709,6.910399,5.03193,3.280532,2.198937,8.60399,6.236761,4.061678,1.918555,7.655668,6.970948,4.647095,,9.417634,,4.458445,30.785895,23.738171,15.345928
每股指标,每股息税前利润,0.572274,0.424085,0.200367,0.700247,0.52762,0.405724,0.263933,1.02221,0.759848,0.484632,0.20362,0.612635,0.508101,0.346874,,1.090091,,0.468506,3.473866,2.165568,1.075813
盈利能力,净资产收益率(ROE),7.56,5.4,2.48,9.41,7.03,5.25,2.35,11.16,8.05,5.21,1.86,20.23,14.34,10.17,,38.79,27.99,19.51,47.05,56.69,67.64
盈利能力,摊薄净资产收益率,7.483619,5.475536,2.451046,9.173554,6.984611,5.344499,2.322262,10.692147,7.871948,5.221668,1.840043,6.854509,13.392826,9.677995,4.586643,31.98463,,17.558835,35.852646,43.731031,50.506504
盈利能力,净资产收益率_平均,7.58435,5.490603,2.481729,9.368203,7.050808,5.347066,2.35028,11.118727,8.060792,5.269785,1.857631,10.627157,14.388857,10.201354,4.709504,38.87104,,19.517045,46.849541,56.72745,50.506504
盈利能力,净资产收益率_平均_扣除非经常损益,7.018745,5.406393,2.475726,8.986925,6.922072,5.250019,2.282129,10.928589,7.809738,5.126589,1.836463,9.432726,13.966488,9.926985,4.639474,34.205549,,19.189348,39.028224,46.844766,44.339603
盈利能力,摊薄净资产收益率_扣除非经常损益,6.925525,5.391557,2.445116,8.800199,6.857083,5.247498,2.254923,10.509305,7.626775,5.079779,1.819077,6.084102,12.999692,9.417701,4.51844,28.145681,,17.264018,29.867214,36.112495,44.339586
盈利能力,息税前利润率,10.498022,11.811449,11.431863,10.133238,10.485454,12.367645,12.002774,11.880655,12.183389,11.931815,10.61323,8.002373,7.288846,7.464322,,11.575003,10.697963,10.508291,11.283954,9.122726,7.010419
盈利能力,总资产报酬率,5.338332,3.982906,1.910085,6.661405,5.079704,3.947998,1.839574,7.479047,5.758698,3.737321,1.59953,6.31545,6.129079,4.277036,,16.00951,,7.680971,14.691404,11.527566,7.600126
盈利能力,总资本回报率,8.064221,6.034583,2.821094,9.872072,7.313673,5.664842,2.601239,10.428811,7.752521,5.010745,2.112649,9.536837,11.333673,8.090958,,35.634189,,19.838701,49.890962,57.964174,40.971973
盈利能力,投入资本回报率,7.476898,5.473327,2.471577,9.237361,6.664574,5.110333,2.20124,10.34315,7.388741,4.828035,1.722784,9.581768,11.371888,8.24677,4.095458,33.025719,,18.930243,47.013959,49.472603,43.181719
盈利能力,息前税后总资产报酬率_平均,4.949538,3.61247,1.673437,6.233119,4.628873,3.561544,1.556698,7.501493,5.489385,3.601649,1.304575,6.345205,6.149746,4.359401,1.870867,14.837592,,7.329242,13.844212,11.281613,9.368741
盈利能力,毛利率,43.629572,43.589956,42.547261,42.084866,42.880082,43.344557,42.723888,42.852116,43.427966,42.962644,41.124774,36.416822,36.054319,35.443891,,35.264044,35.712617,35.063641,34.944051,33.545592,34.718847
盈利能力,销售净利率,9.837543,10.696631,10.002203,9.260075,9.457734,10.902526,10.126371,11.63162,11.443722,11.316472,8.448104,7.734517,6.98302,7.267192,6.588386,10.635197,9.880492,9.962013,10.596069,8.928084,8.641804
盈利能力,成本费用利润率,11.79218,13.385029,12.989458,10.9137,11.53324,13.692667,13.499018,13.221607,13.556557,13.291946,11.728065,8.282884,7.457503,7.653728,,12.702074,11.806961,11.588143,12.30057,11.151342,8.891139
盈利能力,营业利润率,10.59212,11.777328,11.39177,9.910602,10.388947,12.114464,11.965967,11.814537,11.980728,11.703639,10.397023,7.684816,6.951873,7.113089,5.788813,11.470425,10.625789,10.445381,11.186018,10.263061,8.259365
盈利能力,总资产净利率_平均,5.002473,3.606981,1.671212,6.087403,4.581823,3.480303,1.551991,7.322275,5.409081,3.544582,1.273222,6.104059,5.871915,4.164081,1.870867,14.709655,,7.281673,13.795796,11.281613,9.368741
盈利能力,总资产净利率_平均(含少数股东损益),5.002473,3.606981,1.671212,6.087403,4.581823,3.480303,1.551991,7.322275,5.409081,3.544582,1.273222,6.104059,5.871915,4.164081,1.870867,14.709655,,7.281673,13.795796,11.281613,9.368741
成长能力,归母净利润,422313004.87,302445647.67,138056259.1,503927731.05,374776500.83,281657971.29,125029413.58,563159339.35,401663862.44,258692303.09,91170866.24,333489214.42,219056898.1,151816790.24,68190795.6,450712844.36,304107400.78,199867945.16,326209486.84,211099222.73,132092661.85
成长能力,营业总收入,4292870399.73,2827485098.89,1380258421.19,5441939939.51,3962645501.38,2583419190.68,1236902103.16,4841065620.27,3509027140.47,2285260403.43,1079187249.83,4306313778.13,3136926891.09,2091192792.42,1035015180.4,4237935652.7,3077856732.88,2006300585.18,3078589504.59,2364440342.88,1528531075.04
成长能力,净利润,422313004.87,302445647.67,138056259.1,503927731.05,374776500.83,281657971.29,125029413.58,563159339.35,401663862.44,258692303.09,91170866.24,333489214.42,219056898.1,151816790.24,68190795.6,450712844.36,304107400.78,199867945.16,326209486.84,211099222.73,132092661.85
成长能力,扣非净利润,390818870.75,297806980.84,137722286.33,483418313.42,367933688.59,276545990.3,121621290.84,553314125.36,388962440.46,251521305.83,90132003.83,295637148.57,212622200.0,147883700.0,67176800.0,396616100.0,298047000.0,196512100.0,271750300.0,174322900.0,115964000.0
成长能力,营业总收入增长率,8.333445,9.447398,11.589948,12.412025,12.927183,13.047037,14.614225,12.387185,11.834869,9.253167,4.26777,1.613477,1.919197,4.23128,,37.658354,,,30.203729,54.687096,
成长能力,归属母公司净利润增长率,12.68396,7.380467,10.419024,-10.517735,-6.693995,8.8776,37.383033,68.803289,83.270266,70.301858,33.699666,-26.100935,-27.968787,-23.96429,,38.166688,,,54.528985,59.811468,
收益质量,经营活动净现金/销售收入,0.118829,0.116684,-0.047255,0.10077,0.0331,0.012631,-0.124148,0.20054,0.153835,0.122072,0.060741,0.170809,0.08644,0.077242,-0.009238,0.068203,0.043166,0.102739,-0.07351,0.154985,0.291773
收益质量,经营性现金净流量/营业总收入,0.118829,0.116684,-0.047255,0.10077,0.0331,0.012631,-0.124148,0.20054,0.153835,0.122072,0.060741,0.170809,0.08644,0.077242,-0.009238,0.068203,0.043166,0.102739,-0.07351,0.154985,0.291773
收益质量,成本费用率,89.908068,88.122137,87.906224,90.817752,90.072991,88.464472,88.688417,88.697642,88.617589,88.396544,88.720472,92.924326,93.307942,93.071602,,90.398642,90.063574,90.119802,91.432895,92.047528,92.943205
收益质量,期间费用率,33.53764,31.712093,30.453486,32.902618,32.953073,31.809029,31.412306,31.549758,32.045555,31.359189,29.845246,29.341148,29.362262,28.515494,,25.662686,25.776191,25.183443,26.376946,25.593121,27.662052
收益质量,销售成本率,56.370427,56.410043,57.452738,57.915133,57.119917,56.655442,57.276111,57.147883,56.572033,57.037355,58.875225,63.583177,63.94568,64.556108,,64.735955,64.287382,64.936358,65.055948,66.454407,65.281152
收益质量,经营活动净现金/归属母公司的净利润,1.207915,1.090848,-0.472447,1.088227,0.349982,0.115861,-1.225995,1.7241,1.344274,1.078718,0.718998,2.208401,1.237867,1.062888,-0.140216,0.6413,0.436888,1.03131,-0.693752,1.735935,3.376308
收益质量,所得税/利润总额,7.211559,9.313496,12.403848,6.573144,8.958121,9.994258,15.416672,0.815484,4.742764,3.686488,18.808784,-0.489843,-0.353197,-2.017909,,7.3791,7.083839,4.607757,5.785646,13.020083,-4.57535
财务风险,流动比率,2.330116,2.237096,2.542512,2.335787,2.703448,2.755612,3.033042,2.69665,2.95078,3.072906,3.536542,3.362578,1.743948,1.700963,,1.484608,,1.470751,1.585036,1.328301,1.257861
财务风险,速动比率,2.027988,1.939652,2.220001,2.034089,2.370035,2.415063,2.679578,2.403181,2.676039,2.794133,3.224029,3.043212,1.314893,1.222202,,0.991467,,0.939047,1.175212,1.072895,1.189434
财务风险,保守速动比率,1.989608,1.898427,2.171059,1.973819,2.317848,2.365162,2.626346,2.332508,2.61488,2.729606,3.163944,2.987766,1.245611,1.170366,,0.962584,,0.886002,1.130559,1.042116,1.174387
财务风险,资产负债率,33.84679,34.370402,31.041115,34.24167,34.215759,33.985185,32.055966,35.734586,33.426223,33.131739,30.582821,32.339618,56.145336,55.986384,58.218271,62.235611,,63.197503,62.036664,79.3039,81.450426
财务风险,权益乘数,1.51612,1.522215,1.484987,1.538948,1.538865,1.536379,1.514364,1.518479,1.490233,1.486715,1.459,1.740998,2.450453,2.449844,2.517283,2.642552,,2.680296,3.395928,5.028309,5.390959
财务风险,权益乘数(含少数股权的净资产),1.511642,1.523702,1.450139,1.520719,1.52012,1.514811,1.471799,1.556046,1.502092,1.495477,1.440565,1.477969,2.280259,2.272024,2.39339,2.647997,,2.717206,2.63412,4.831828,5.390959
财务风险,产权比率,51.164246,52.370277,45.013946,52.071989,52.012092,51.481149,47.179957,55.604694,50.209293,49.547782,44.056561,47.796979,128.025921,127.202421,139.339057,164.799731,,171.720697,163.412047,383.182841,439.095946
财务风险,现金比率,1.570617,1.491747,1.682428,1.546763,1.868685,1.934648,2.221131,1.966597,2.233226,2.342147,2.745416,2.60015,0.852827,0.775223,,0.594983,,0.590983,0.701562,0.783336,0.888917
营运能力,应收账款周转率,4.03869,2.680927,1.282675,5.60484,4.308847,2.920283,1.502299,6.139282,4.681816,3.11995,1.505582,5.846416,4.462359,2.966628,,6.191467,,3.452312,5.922486,6.945401,6.03333
营运能力,应收账款周转天数,66.853352,67.14094,70.165843,64.230199,62.661767,61.637857,59.908164,58.638774,57.669928,57.69323,59.777535,61.576177,60.50611,60.674928,65.812061,58.144536,,52.13897,60.785281,51.832856,59.668538
营运能力,存货周转率,3.17123,2.090674,1.06706,4.297066,3.173515,2.059122,1.016951,4.304374,3.439841,2.302332,1.126833,3.39811,2.318268,1.489342,,3.398688,,1.643854,3.901385,6.196602,13.546149
营运能力,存货周转天数,85.140445,86.096614,84.343856,83.778084,85.07916,87.415872,88.499818,83.63585,78.491991,78.181587,79.869827,105.941235,116.466247,120.85866,,105.923214,,109.498765,92.274905,58.096351,26.575818
营运能力,总资产周转率,0.508508,0.337207,0.167084,0.657381,0.484452,0.319219,0.153262,0.629514,0.472668,0.313223,0.15071,0.789197,0.840884,0.572997,0.283964,1.38311,,0.730943,1.301973,1.263609,1.084118
营运能力,总资产周转天数,530.964668,533.796295,538.649983,547.627062,557.330178,563.874642,587.228185,571.869113,571.225424,574.669972,597.169498,456.159748,321.090371,314.137617,316.941077,260.282865,,246.256929,276.503428,284.898093,332.066968
营运能力,流动资产周转率,0.728018,0.485555,0.237806,0.879704,0.642916,0.420902,0.199693,0.768221,0.571895,0.374957,0.175522,0.927083,1.053091,0.710441,,1.578753,,0.796476,1.35358,1.31048,1.128818
营运能力,流动资产周转天数,370.869668,370.709729,378.458623,409.228317,419.961389,427.652804,450.691662,468.614676,472.113975,480.054896,512.753853,388.314476,256.388058,253.363645,267.32754,228.028063,,225.995498,265.96137,274.708329,318.917558
营运能力,应付账款周转率,1.681267,1.078914,0.555076,2.311926,1.858141,1.23738,0.61553,2.747758,2.334308,1.515545,0.776391,3.024997,2.545369,1.621295,,3.810187,,1.706274,1.83389,1.650207,1.186713
