常用指标,销售净利率,13.705695,14.815164,12.300678,13.823276,12.795383,12.006974,9.253777,9.285011,8.132263,7.857249,2.940578,13.19724,15.455449,18.821731,18.259121,17.330829,15.954608,12.442895,9.597334,4.174277,-0.777742,-6.643549,-9.796931,6.661283,7.708243,9.384659,8.20959,11.91774,11.145341,12.517131,11.73051,4.60904,6.351838
常用指标,期间费用率,24.145395,23.778805,26.042318,23.705279,23.957259,23.294116,25.331769,25.720195,25.684572,25.540507,32.394536,22.941499,20.440585,19.777798,22.06917,23.334632,23.388729,23.768181,23.297212,28.157511,30.553558,34.608369,38.329947,25.620426,25.800571,24.600155,,21.383633,22.58213,23.723806,,27.726235,24.57287
常用指标,资产负债率,13.70525,11.258888,13.791621,12.753959,11.255156,16.118548,14.531171,13.640577,13.851437,13.848754,12.677907,15.915946,15.904176,15.757686,19.220674,22.722148,21.246792,21.497981,19.469737,20.685677,21.032977,17.489224,14.747011,15.676775,13.224259,21.81828,29.254931,31.598408,,,,28.071835,55.144136
每股指标,基本每股收益,1.66,1.18,0.45,1.97,1.42,0.87,0.3,1.2,0.76,0.45,0.07,1.77,1.65,1.42,0.66,1.97,1.22,0.61,0.22,0.28,-0.03,-0.15,-0.1,0.41,0.32,0.29,0.13,0.76,0.4925,0.34,,0.21,
每股指标,稀释每股收益,1.65,1.18,0.45,1.96,1.41,0.86,0.3,1.19,0.75,0.44,0.07,1.75,1.54,1.42,0.66,1.95,1.22,0.61,0.22,0.28,-0.03,-0.15,-0.1,0.41,0.32,0.29,0.13,0.76,0.4925,,,0.21,
每股指标,摊薄每股收益_最新股数,1.65676,1.179036,0.44677,1.951539,1.409881,0.859872,0.302841,1.182518,0.74495,0.438572,0.072269,1.725355,1.615077,1.388522,0.64203,1.927048,1.191558,0.592965,0.212421,0.272658,-0.031566,-0.148552,-0.093299,0.375248,0.313943,0.252362,0.109869,0.67083,0.432682,0.30264,0.154113,0.185417,0.173367
每股指标,摊薄每股净资产_期末股数,17.031137,16.571352,15.876144,15.270345,14.692911,14.120065,13.481028,13.089587,13.107473,12.66052,11.984627,11.83463,11.651022,11.131435,10.206654,9.424636,8.535519,7.833005,7.37723,7.099927,6.76691,6.616193,6.752107,6.807516,6.742996,3.320021,,3.031448,,,,2.241395,2.919564
每股指标,调整每股净资产_期末股数,15.979098,15.497694,14.945502,14.308263,13.726362,12.995581,12.478369,12.099332,12.101389,11.644061,10.926553,10.867291,10.702901,10.18147,9.36401,8.509973,7.629719,7.060529,6.69796,6.441883,6.139602,5.929531,6.184791,6.26465,6.121897,2.63986,,2.444085,,,,1.834128,1.370293
每股指标,每股净资产_最新股数,17.028535,16.568821,15.829779,15.182211,14.599709,14.024876,13.390147,12.941287,12.956665,12.510556,11.81668,11.619225,11.437073,10.865929,9.963205,9.19984,8.331931,7.646173,7.201269,6.93058,6.605506,6.458384,6.591057,6.645144,6.582163,2.916686,2.765254,2.66317,,,,1.969097,0.528705
每股指标,每股经营现金流,-0.681974,-1.501584,0.643614,2.488111,1.78277,1.487804,0.711146,2.27746,1.222866,1.329787,0.061269,1.285035,0.748502,1.136056,0.174805,1.402664,0.639651,0.436712,0.217493,2.254865,1.655812,0.563937,0.12744,0.828499,0.32579,0.156101,,0.50038,,,,0.47798,0.942595
每股指标,每股现金流量净额,0.975024,1.086349,1.341252,0.069146,0.268528,-0.424093,1.122016,-0.837455,0.081617,0.402311,0.3266,0.821463,0.896454,1.328634,0.76259,-1.06168,0.894531,-0.188207,0.50579,1.956897,1.717816,0.619489,-0.055596,0.084088,1.593955,-0.14577,,-0.275274,,,,0.994577,0.87981
每股指标,每股企业自由现金流量,,0.259333,,-0.157625,,-0.31593,,-0.38168,,-0.462074,,-0.267215,,-0.197512,,0.258653,,0.063422,,-0.027549,,-0.012984,,-3.781957,,,,-0.116495,,,,-1.334364,-0.258146
每股指标,每股股东自由现金流量,,0.259333,,-0.157625,,-0.31593,,-0.38168,,-0.462074,,-0.267215,,-0.197512,,0.258653,,0.063422,,-0.238953,,-0.012984,,-3.781957,,,,-0.116495,,,,-1.334364,-0.258146
每股指标,每股未分配利润,8.614466,8.13667,7.424844,6.996772,6.458479,5.907325,5.346513,5.065014,5.200518,4.892254,4.531504,4.477224,4.479002,4.272097,3.507364,2.849646,2.301832,1.688612,1.29877,1.081158,0.784267,0.664423,0.841025,0.936605,0.89124,0.920192,,0.632931,,,,-0.067163,-0.591961
每股指标,每股资本公积金,7.059053,7.062178,6.941207,6.75934,6.772226,6.716976,6.64637,6.537004,6.475777,6.334014,6.081239,5.967363,5.881413,5.625148,5.51971,5.391426,5.239236,5.153486,5.07478,5.020702,4.973968,4.906647,4.868118,4.835451,4.826094,1.396799,,1.393862,,,,1.379611,2.775649
每股指标,每股盈余公积金,0.49719,0.49719,0.49857,0.5,0.49749,0.49769,0.49769,0.5,0.422824,0.422969,0.423899,0.425707,0.312397,0.314153,0.314153,0.314153,0.108506,0.108506,0.108506,0.108506,0.093737,0.093737,0.093737,0.093737,0.076299,0.084779,,0.084779,,,,0.021276,0.116899
每股指标,每股留存收益,9.111656,8.63386,7.923414,7.496772,6.95597,6.405015,5.844203,5.565014,5.623342,5.315224,4.955404,4.902931,4.7914,4.586251,3.821518,3.163799,2.410338,1.797118,1.407276,1.189664,0.878005,0.75816,0.934763,1.030343,0.967539,1.004971,,0.71771,,,,-0.045886,-0.475061
每股指标,每股营业收入,12.042577,7.908799,3.64272,14.152908,11.087584,7.21018,3.294969,12.898705,9.26619,5.64755,2.492753,13.409712,10.642587,7.557915,3.60244,11.61966,7.864524,4.869024,2.259987,6.660472,4.292619,2.298725,0.980428,5.734903,4.150372,3.050894,,6.40289,,,,4.568885,15.072053
每股指标,每股营业总收入,12.042577,7.908799,3.64272,14.152908,11.087584,7.21018,3.294969,12.898705,9.26619,5.64755,2.492753,13.409712,10.642587,7.557915,3.60244,11.61966,7.864524,4.869024,2.259987,6.660472,4.292619,2.298725,0.980428,5.734903,4.150372,3.050894,,6.40289,,,,4.568885,15.072053
每股指标,每股息税前利润,1.683677,1.144854,0.453012,2.037563,1.512708,0.915812,0.308858,1.212256,0.731537,0.414679,0.068273,1.746603,1.682412,1.461978,0.672196,2.060739,1.272044,0.625957,0.195705,0.290262,-0.021741,-0.134782,-0.124195,0.411371,0.274792,0.253709,,0.799938,,,,0.280688,1.087402
盈利能力,净资产收益率(ROE),10.26,7.42,2.89,13.87,10.23,6.37,2.3,9.41,6.06,3.65,0.62,16.65,15.79,13.84,6.7,23.88,15.61,8.14,3.01,4.02,-0.47,-2.25,-1.41,9.24,9.72,9.05,4.05,28.98,19.89,14.42,,11.0,40.42
盈利能力,摊薄净资产收益率,9.729317,7.115995,2.82234,12.85412,9.656917,6.131049,2.26167,9.137564,5.749556,3.505618,0.611586,14.849143,14.121426,12.778685,6.444016,20.946545,14.301109,7.755055,2.949781,3.934138,-0.477882,-2.300153,-1.415553,5.646959,4.769607,8.652381,3.973226,25.189179,,,,9.416351,32.790937
盈利能力,净资产收益率_平均,10.287002,7.42676,2.881274,13.878356,10.238423,6.377415,2.300224,9.629428,6.062451,3.635112,0.616739,16.574762,15.65232,13.839717,6.700715,23.893348,15.614187,8.135762,3.006282,4.016855,-0.476452,-2.26737,-1.409769,8.062654,6.79139,9.045494,4.047945,28.963383,,,,14.846416,32.790937
盈利能力,净资产收益率_平均_扣除非经常损益,9.28097,6.835078,2.597761,12.601095,9.546216,5.984569,2.124021,7.439024,5.152417,3.107962,0.482868,15.23301,14.738354,13.289264,6.379107,21.087906,13.428058,7.598394,2.631649,2.973469,-0.969121,-2.884999,-1.689811,7.166789,6.196938,8.190366,4.031158,27.773636,,,,30.523006,29.261107
盈利能力,摊薄净资产收益率_扣除非经常损益,8.777824,6.549071,2.544627,11.671121,9.004025,5.753379,2.08842,7.059044,4.88649,2.997247,0.478833,13.647082,13.296852,12.270433,6.134728,18.487103,12.298823,7.242833,2.582188,2.912238,-0.972029,-2.926713,-1.696744,5.019509,4.352122,7.834419,3.956749,24.154468,,,,19.359241,29.261107
盈利能力,息税前利润率,13.98104,14.47571,12.43609,14.396783,13.64326,12.70166,9.373633,9.398283,7.894691,7.342638,2.73886,13.024911,15.808303,19.343675,18.659463,17.734937,16.174457,12.855918,8.659569,4.357994,-0.506476,-5.863348,-12.667425,7.173119,6.6209,8.315916,,12.493396,12.401027,13.565601,,6.143472,7.214695
盈利能力,总资产报酬率,9.025345,6.317416,2.513492,12.435405,9.502391,5.701149,1.988457,8.260712,4.974974,2.870322,0.488482,13.225626,12.853194,11.418239,5.370381,19.382247,12.773786,6.583569,2.155398,3.405056,-0.260934,-1.672905,-1.551062,6.806208,4.663373,5.825929,,21.147477,,,,12.418386,15.960883
盈利能力,总资本回报率,10.380653,7.154426,2.89377,14.229864,10.775059,6.655987,2.298124,9.556002,5.773483,3.322354,0.562136,16.138256,15.736524,13.990189,6.77438,24.608996,15.977634,8.22989,2.666531,4.12046,-0.311108,-1.941717,-1.808042,8.482213,5.736927,7.832168,,29.292485,,,,18.686195,34.541368
盈利能力,投入资本回报率,10.227709,7.377558,2.866784,13.731299,10.124775,6.304331,2.275101,9.461499,5.973522,3.573837,0.612908,16.265919,15.407167,13.619047,6.632248,23.594299,15.346881,7.996951,2.501966,3.983789,-0.451847,-2.190126,-1.909926,7.926445,6.053194,8.078691,3.999412,27.961714,,,,14.077277,30.469458
盈利能力,息前税后总资产报酬率_平均,8.857556,6.472975,2.490056,11.960206,8.927762,5.400042,1.968617,8.189763,5.146867,3.086984,0.532638,13.423923,12.580891,11.115947,5.258149,18.955969,12.611742,6.380332,2.388811,3.276929,-0.391549,-1.893556,-1.199584,6.320553,5.429234,6.574665,2.795656,20.173068,,,,9.334359,14.079334
盈利能力,毛利率,37.12262,36.800385,36.226927,36.548843,36.369737,35.372802,34.221517,36.41057,35.364363,34.972186,37.395005,37.101465,37.464399,39.468979,40.779117,40.029886,37.888464,36.231646,33.405431,32.890971,30.856684,28.579105,30.93249,33.928395,34.427781,34.728553,,34.811303,35.055424,36.925283,,35.18828,31.510718
盈利能力,销售净利率,13.705695,14.815164,12.300678,13.823276,12.795383,12.006974,9.253777,9.285011,8.132263,7.857249,2.940578,13.19724,15.455449,18.821731,18.259121,17.330829,15.954608,12.442895,9.597334,4.174277,-0.777742,-6.643549,-9.796931,6.661283,7.708243,9.384659,8.20959,11.91774,11.145341,12.517131,11.73051,4.60904,6.351838
盈利能力,成本费用利润率,16.048229,16.623339,13.824621,16.491525,15.550638,14.419499,10.259331,10.486809,8.701807,8.063529,2.834756,15.146723,19.029988,24.074374,22.941394,21.27235,18.900284,14.667889,11.306189,4.553814,-0.525809,-5.536387,-8.412626,7.823056,8.081236,10.185508,,14.431165,13.77844,15.311796,,6.629423,7.739282
盈利能力,营业利润率,13.974832,14.467802,12.42984,14.381641,13.628557,12.690309,9.365141,9.334441,7.815588,7.236547,2.533241,13.01655,15.785333,19.327627,18.648137,17.725688,16.157137,12.835019,10.156223,4.446196,-0.36289,-5.566418,-8.385439,7.169425,7.40678,9.124063,7.877118,12.552361,12.103483,13.266669,12.95154,6.067402,6.670154
盈利能力,总资产净利率_平均,8.882411,6.507028,2.486122,11.979536,8.913004,5.389236,1.96295,8.150405,5.125164,3.072095,0.524423,13.306936,12.569592,11.109525,5.254715,18.567697,12.257931,6.388954,2.39667,3.276696,-0.388115,-1.888876,-1.193687,6.360254,5.457976,6.596361,2.805813,20.186738,,,,9.337748,14.052007
盈利能力,总资产净利率_平均(含少数股东损益),8.847598,6.465559,2.486124,11.940031,8.911853,5.389338,1.963032,8.16115,5.124685,3.07149,0.524459,13.40061,12.5663,11.110144,5.255159,18.940603,12.600161,6.372059,2.388811,3.261511,-0.400688,-1.895509,-1.199584,6.320553,5.429234,6.574665,2.795656,20.173068,,,,9.316694,14.052007
成长能力,归母净利润,697770426.96,496569648.51,188164299.77,821921406.7,593793754.87,362148565.34,127546238.12,498036099.27,313747630.4,184711605.16,30437312.4,726660355.61,680215306.44,584798130.48,270401213.31,811606706.2,501843525.46,249736475.24,89464715.3,114834440.99,-13294749.1,-62565320.51,-39294733.04,158041814.36,132222144.11,106286539.56,46273375.04,282530860.94,182231074.07,127461588.5,64907200.0,78091337.21,73016491.54
成长能力,营业总收入,5071144502.71,3330405333.78,1529708116.46,5926315347.03,4640087780.11,3016208698.37,1378372649.52,5370943247.13,3857699056.15,2350379851.84,1035149855.8,5544914423.74,4399983004.64,3107210025.24,1481035343.8,4777074912.68,3233263308.94,2001753276.4,929126199.19,2738253323.92,1764781824.74,945052200.22,403073895.75,2357733386.83,1706301327.11,1128830971.77,561610165.22,2369069435.42,1634421108.1,1018297077.69,,1690487574.44,1149533183.35
成长能力,净利润,695035625.12,493405018.08,188164483.33,819210975.91,593717026.84,362155413.41,127551536.65,498692676.65,313718252.11,184675204.62,30439394.01,731775678.31,680037148.77,584830718.91,270424038.36,827906684.54,515854516.01,249076059.04,89171346.97,114302284.41,-13725459.23,-62785015.19,-39488872.68,157055312.56,131525864.96,105936943.58,46105882.69,282339549.89,182161814.27,127461588.5,64907200.0,77915262.97,73016491.54
成长能力,扣非净利润,629530956.88,457008469.28,169649239.27,746277838.95,553648136.2,339840393.74,117775850.93,384747931.22,266650984.33,157925452.03,23830502.17,667836083.4,640496367.18,561538710.34,257423010.6,716311771.44,431580837.01,233241349.38,78315897.53,85005979.49,-27041974.01,-79608048.45,-47100382.46,140481323.64,120648701.53,96238600.0,46081500.0,270925168.87,171252610.76,117797800.0,63268500.0,160549339.83,65156521.71
成长能力,营业总收入增长率,9.289839,10.416939,10.979285,10.340308,20.281227,28.328563,33.156821,-3.13749,-12.324682,-24.357226,-30.106336,16.073424,36.084895,55.224425,59.40088,74.457011,83.210369,111.814043,130.510139,16.139226,3.427325,-16.28045,-28.228881,-0.478502,4.3979,10.854778,1.498356,40.141191,,,,47.058614,
成长能力,归属母公司净利润增长率,17.51057,37.117662,47.526342,65.032496,89.258403,96.061619,319.045664,-31.462326,-53.875246,-68.414467,-88.743647,-10.466442,35.543306,134.166086,202.243417,606.762447,3874.749878,499.161185,327.676099,-27.339203,-110.054858,-158.864763,-184.918666,-44.062105,-27.442591,-16.612886,-28.708371,261.795393,,,,6.950273,
收益质量,经营活动净现金/销售收入,-0.05663,-0.189862,0.176685,0.175802,0.160789,0.206347,0.215828,0.176565,0.13197,0.235462,0.024578,0.095828,0.07033,0.150313,0.048524,0.120714,0.081333,0.089691,0.096236,0.338544,0.385734,0.245325,0.129984,0.144466,0.078496,0.051165,-0.071455,0.078149,-0.025884,0.10167,0.058396,0.104616,0.062539
收益质量,经营性现金净流量/营业总收入,-0.05663,-0.189862,0.176685,0.175802,0.160789,0.206347,0.215828,0.176565,0.13197,0.235462,0.024578,0.095828,0.07033,0.150313,0.048524,0.120714,0.081333,0.089691,0.096236,0.338544,0.385734,0.245325,0.129984,0.144466,0.078496,0.051165,-0.071455,0.078149,-0.025884,0.10167,0.058396,0.104616,0.062539
收益质量,成本费用率,87.022774,86.97842,89.815391,87.156436,87.587521,87.921313,91.110252,89.309625,90.320209,90.56832,94.99953,85.840033,82.976185,80.308818,81.290052,83.304745,85.500264,87.536535,89.89178,95.26654,99.696873,106.029263,107.397456,91.692031,91.372789,89.871602,,86.572329,87.526705,86.798522,,92.537955,93.062151
收益质量,期间费用率,24.145395,23.778805,26.042318,23.705279,23.957259,23.294116,25.331769,25.720195,25.684572,25.540507,32.394536,22.941499,20.440585,19.777798,22.06917,23.334632,23.388729,23.768181,23.297212,28.157511,30.553558,34.608369,38.329947,25.620426,25.800571,24.600155,,21.383633,22.58213,23.723806,,27.726235,24.57287
收益质量,销售成本率,62.877379,63.199614,63.773072,63.451156,63.630262,64.627197,65.778482,63.589429,64.635636,65.027813,62.604994,62.898534,62.5356,60.53102,59.220882,59.970113,62.111535,63.768353,66.594568,67.109028,69.143315,71.420894,69.067509,66.071604,65.572218,65.271446,,65.188696,64.944575,63.074716,,64.811719,68.489281
收益质量,经营活动净现金/归属母公司的净利润,-0.411568,-1.273374,1.436385,1.267589,1.256461,1.718598,2.33242,1.90412,1.622653,2.996167,0.835913,0.731238,0.454936,0.79866,0.265776,0.71052,0.524015,0.718922,0.999455,8.072668,,,,2.155206,1.012985,0.543414,-0.867245,0.655294,-0.232157,0.81225,0.497818,2.264692,0.984585
收益质量,所得税/利润总额,1.861135,-2.465266,0.933901,3.827543,6.057344,5.29144,1.000556,0.861856,-3.470616,-7.589294,-9.193187,-1.501987,2.12097,2.648796,2.09099,2.201065,1.269722,3.09092,5.569045,3.779945,,,,7.135462,-4.390438,-2.521111,,4.60768,7.582814,5.818337,,24.869741,11.808719
财务风险,流动比率,6.002797,7.349024,6.035221,6.600245,7.479141,5.367675,5.974353,6.438333,6.263281,6.26386,6.970323,5.611431,5.538498,5.662266,4.51346,3.816673,4.248602,4.203155,4.753531,4.446083,4.492471,5.817935,6.962847,6.240867,7.086036,3.64284,,2.484696,,,,3.103716,1.397688
财务风险,速动比率,4.001221,5.128102,4.676742,5.004995,5.732933,4.139505,4.623218,4.881691,4.51429,4.784957,4.944267,3.799143,3.889974,4.154076,3.123934,2.829855,3.256013,3.447524,4.180695,3.976624,4.156942,4.992816,5.706353,5.231887,5.775193,1.966527,,1.408631,,,,2.378165,0.762684
财务风险,保守速动比率,3.121191,3.886038,4.240175,4.608723,5.273188,3.742009,4.377101,4.627598,4.405835,4.655909,4.765638,3.692801,3.828057,4.086142,3.048911,2.783579,3.14379,3.363846,4.122279,3.932607,4.121686,4.863753,5.567265,5.076763,5.641367,1.724328,,1.272499,,,,2.014699,0.666403
财务风险,资产负债率,13.70525,11.258888,13.791621,12.753959,11.255156,16.118548,14.531171,13.640577,13.851437,13.848754,12.677907,15.915946,15.904176,15.757686,19.220674,22.722148,21.246792,21.497981,19.469737,20.685677,21.032977,17.489224,14.747011,15.676775,13.224259,21.81828,29.254931,31.598408,,,,28.071835,55.144136
财务风险,权益乘数,1.158131,1.141344,1.158943,1.158505,1.148706,1.183361,1.171819,1.181466,1.182879,1.183268,1.176032,1.245573,1.245252,1.245752,1.275181,1.286823,1.273802,1.27341,1.254358,1.225885,1.227607,1.20038,1.18102,1.267662,1.244305,1.371285,1.442699,1.434772,,,,1.589935,2.333541
财务风险,权益乘数(含少数股权的净资产),1.158819,1.126873,1.15998,1.146183,1.126826,1.192158,1.170017,1.157951,1.160785,1.160749,1.145185,1.189286,1.189119,1.187051,1.23794,1.294031,1.269789,1.273852,1.241769,1.260806,1.266351,1.211962,1.172979,1.185912,1.152395,1.279071,1.413526,1.461954,,,,1.390275,2.229362
财务风险,产权比率,15.947634,12.740526,16.075794,14.692326,12.754747,19.329928,17.107417,15.907078,16.190354,16.190679,14.629347,19.075505,19.040285,18.839636,23.980513,29.652546,27.260676,27.584718,24.265956,26.119535,26.668799,21.225438,17.320129,18.616234,15.259872,27.99887,41.502449,46.376129,,,,39.027598,128.681109
财务风险,现金比率,2.94387,3.554337,3.992664,4.408775,4.936396,3.543243,4.13079,4.354895,4.066111,4.387249,4.486286,3.536499,3.407952,3.832511,2.775503,2.477551,2.917079,3.142158,3.894626,3.616384,3.788719,4.605853,5.2658,4.549955,4.956515,1.093746,,0.786957,,,,1.559267,0.436306
营运能力,应收账款周转率,27.337337,14.692037,7.127634,30.02901,20.035719,13.892032,6.23238,30.78693,19.011358,13.88599,6.639771,23.932962,12.953035,11.609904,4.983784,17.218477,15.380017,9.934375,4.967447,11.804052,7.594292,5.179935,2.224709,9.814019,6.797331,5.237208,,12.410844,,,,16.3556,17.999951
营运能力,应收账款周转天数,9.876601,12.251533,12.62691,11.988407,13.475932,12.957067,14.440709,11.693273,14.202036,12.962705,13.554683,15.042015,20.844535,15.504003,18.058566,20.907771,17.555246,18.118903,18.117957,30.498,35.553014,34.74947,40.454727,36.682217,39.721467,34.369453,38.287855,29.006889,,,,22.010808,20.000053
营运能力,存货周转率,1.769907,1.290439,0.697873,2.833541,2.347326,1.51079,0.732683,2.473009,1.700235,1.148926,0.458036,2.693502,2.261537,1.651331,0.730005,4.085894,3.354583,2.699398,1.738387,4.635691,3.549352,1.574759,0.576298,3.140213,2.165933,1.416481,,4.079794,,,,5.426281,4.46714
营运能力,存货周转天数,152.550336,139.487339,128.963272,127.049499,115.024492,119.142909,122.836166,145.571628,158.80156,156.668038,196.490957,133.654966,119.387813,109.002968,123.286769,88.10801,80.486892,66.681521,51.772103,77.658313,76.070212,114.303145,156.169076,114.641872,124.657589,127.075446,,88.239745,,,,66.343778,80.588467
营运能力,总资产周转率,0.645541,0.436414,0.202112,0.863762,0.696489,0.44885,0.212133,0.878959,0.630167,0.390911,0.178352,1.01541,0.813066,0.590282,0.28781,1.092885,0.78975,0.512104,0.248903,0.781335,0.515194,0.285315,0.122444,0.948849,0.704341,0.700575,0.340535,1.692692,,,,2.021395,2.212274
营运能力,总资产周转天数,418.253355,412.451465,445.295922,416.781114,387.658261,401.024223,424.26197,409.575107,428.457776,460.46212,504.618404,354.536569,332.076353,304.938572,312.70622,329.403358,341.880093,351.490954,361.585707,460.749475,524.073732,630.88011,735.02413,379.406978,383.336858,256.931526,264.289664,212.678925,,,,178.094785,162.728482
营运能力,流动资产周转率,0.817228,0.556821,0.255157,1.079512,0.87618,0.54909,0.260366,1.090951,0.789873,0.492738,0.224712,1.253725,1.009183,0.716466,0.349738,1.313564,0.94561,0.611126,0.295227,0.914509,0.600961,0.334898,0.142637,1.154526,0.865001,0.967813,,2.15745,,,,2.483351,2.963282
营运能力,流动资产周转天数,330.384929,323.263457,352.723609,333.483995,308.155819,327.814533,345.666643,329.987061,341.827028,365.305522,400.512111,287.144175,267.54295,251.232836,257.335444,274.063491,285.529832,294.537832,304.849187,393.653785,449.280392,537.477007,630.972036,311.816275,312.1381,185.986261,195.93295,166.863599,,,,144.965382,121.486901
营运能力,应付账款周转率,8.776557,6.737041,1.895445,10.548489,8.458822,4.09771,1.971018,8.1808,5.99415,2.774063,1.265562,7.702295,6.340051,4.043217,1.932455,7.085113,6.173531,3.642132,1.748729,5.508075,4.563694,3.367006,1.626582,6.134972,4.759551,3.596236,,9.371035,,,,10.212648,9.172621
