常用指标,每股净资产,4.413895,4.397907,4.360784,4.296747,4.269463,4.293135,4.252265,4.222098,4.174242,4.222282,4.15509,4.107347,4.049649,4.045848,4.032844,4.007456,3.898838,3.885279,3.885339,3.865713,3.863564,3.847573,3.873657,3.867648,3.847302,3.828105,3.852716,3.831054,3.771546,3.771261,3.809582,3.771508,3.730294,3.718824,3.766056,3.705578,3.610271,3.543823,3.642499,3.596438,3.523327,3.493028,3.545235,3.516641,3.494659,3.435607,3.474158,3.450003,3.422891,3.258573,3.232647,3.229481,3.171004,3.163761,3.160672,3.200997,3.300247,3.329763,3.387491,3.383056,3.38436,3.360606,3.267561,1.341397,1.524912,1.423503,1.334794,1.292464,,
常用指标,每股现金流,0.108307,-0.005716,-0.13811,0.682574,0.273813,0.130513,0.043929,0.237045,-0.21192,-0.463874,-0.371882,0.099181,-0.287149,-0.032334,0.124027,0.311521,-0.00463,0.072658,-0.097196,0.008518,-0.067231,-0.049512,0.116332,-0.294249,-0.168336,-0.029358,-0.375243,-0.12785,-0.521673,-0.457966,-0.340385,-0.065556,-0.135331,-0.03472,-0.147881,0.131575,-0.19111,-0.026247,-0.343745,0.616251,0.244317,0.176193,0.103852,0.00054,-0.070159,-0.063559,-0.232362,0.056605,-0.097154,-0.074525,-0.152579,0.26154,-0.061913,0.018208,-0.166671,-0.022244,-0.147606,-0.292383,-0.129704,-0.087138,-0.304233,-0.171306,-0.192658,0.339567,-0.36963,-0.25466,-0.182435,0.424122,,
常用指标,净资产收益率(ROE),4.2039,2.68,1.33,4.83,3.61,2.11,0.96,4.2,2.57,2.04,0.89,2.97,2.27,1.79,0.6336,2.7,1.67,1.22,0.445,1.23,1.07,0.59,0.16,2.1,1.48,0.994,0.341,2.93,1.3,1.313,0.903,4.71,3.42,3.109,1.59,6.07,4.06,2.534,1.2534,4.98,3.1,2.275,0.8981,3.83,3.62,1.849,0.5712,2.18,1.34,1.063,0.2547,0.84,-1.0,-1.121,-1.21,-3.61,-0.54,0.24,0.13,4.71,4.83,4.28,1.08,27.93,,9.46,,27.28,23.86,19.04
常用指标,总资产报酬率(ROA),2.862746,1.757835,0.93372,3.087826,2.621744,1.54682,0.724615,2.780105,1.756786,1.349833,0.625714,2.32466,1.680268,1.298076,0.457896,1.909394,1.17286,0.881308,0.354244,1.052596,1.02934,0.598236,0.187248,1.46135,1.058198,0.740672,0.323925,2.107439,1.053886,1.074647,0.743045,3.183798,2.55595,2.130674,1.046199,4.04686,2.657799,1.636605,0.839656,3.498517,2.132048,1.616932,0.573411,2.758473,2.225566,1.303137,0.317917,1.424667,0.903131,0.754312,0.182171,1.02134,-0.288831,-0.258732,-0.46481,-1.494528,-0.008846,0.37707,0.194022,3.660877,3.439876,2.897249,0.801664,7.852987,4.59425,2.881912,0.610566,8.068521,7.861071,5.620833
常用指标,毛利率,22.135296,21.60972,21.022211,20.747545,20.478773,18.931774,17.853587,17.828493,16.745408,16.510772,15.336951,16.429317,16.075677,16.592048,14.079095,21.697708,17.172506,18.092139,16.926051,16.497578,17.374668,16.642414,21.031394,21.749145,20.862282,19.297131,22.589015,24.547791,25.085115,26.145243,30.178758,28.282183,29.402812,31.445016,35.318363,29.373662,29.287077,29.767054,31.987514,26.515341,26.815891,25.904958,25.154935,24.134263,24.208587,22.878078,21.711491,21.780167,21.176956,21.732998,20.687336,19.978912,16.214041,15.469149,13.448087,15.727863,18.512835,20.887585,23.086023,23.76729,24.938558,25.367836,23.80558,25.029689,,23.221935,21.766798,25.791361,27.735141,25.271834
常用指标,销售净利率,6.94943,6.548218,7.038995,5.499706,6.517271,5.508496,5.406636,4.892397,4.591347,5.17234,4.440276,3.962745,4.038934,4.827594,3.515782,4.251476,3.210734,3.759567,3.379762,1.705696,2.491637,2.218656,1.538673,2.230515,2.938513,2.924978,3.10027,3.935759,2.67689,4.163306,6.935291,6.159265,7.282899,9.546417,12.312759,8.113487,8.64676,8.376367,9.539977,6.886106,6.599128,7.021988,5.750106,4.769163,6.275735,4.936533,3.805436,2.29913,2.116612,2.416519,1.265435,0.724048,-1.96624,-3.209419,-8.906713,-5.35692,-1.521232,0.286629,0.830754,5.081473,7.274494,8.341972,5.725251,8.513957,,7.254867,3.11021,8.08243,7.370785,6.029056
常用指标,期间费用率,13.126689,12.579898,12.974098,14.879875,13.370175,13.07596,12.705366,13.833749,12.81993,11.942377,11.208746,13.195213,11.998331,11.209974,10.887028,18.442413,15.076946,15.338975,15.656611,16.224621,16.111224,14.997004,20.920163,18.514938,18.76204,17.102636,20.72614,21.284909,22.560017,21.478948,25.018716,21.894638,21.881912,20.816642,23.122751,20.519415,20.533149,20.834572,23.773413,19.404878,20.88756,19.020458,19.807566,19.100323,17.698378,17.650491,18.998314,18.781088,18.297846,18.182773,20.369739,18.414076,18.216223,18.180654,24.312889,19.693581,18.937951,19.007096,20.224504,15.664958,15.263183,13.84015,16.906594,13.919807,,13.432704,17.075752,14.930908,18.557133,17.563635
常用指标,资产负债率,46.257333,46.466593,44.958369,46.180673,45.78204,43.991565,43.513358,44.205139,41.959013,38.811203,41.846945,43.824433,42.107497,43.565925,42.376666,42.696762,47.324802,46.15843,41.315463,42.357831,43.513196,42.735935,41.756529,41.179958,42.106166,41.327495,39.712662,40.138963,39.726626,38.096143,36.434141,39.481895,41.01858,41.064381,39.796631,42.008904,43.34776,43.630997,38.963375,40.745685,40.540712,40.075799,39.138025,39.142913,40.740063,43.806937,42.855044,43.304223,44.686829,49.132057,48.980065,49.696275,51.11209,51.535408,49.712083,49.9652,48.60065,44.522961,43.38848,43.366149,43.667891,46.135557,49.436106,80.457999,78.84031,78.344672,78.764557,78.469294,73.703619,72.11653
每股指标,基本每股收益,0.1831,0.12,0.0575,0.2057,0.1535,0.09,0.0405,0.175,0.1056,0.0839,0.037,0.1208,0.0917,0.073,0.0255,0.1061,0.06,0.0475,0.017,0.0476,0.04,0.02,0.006,0.081,0.06,0.038,0.017,0.111,0.05,0.05,0.034,0.175,0.13,0.116,0.059,0.22,0.15,0.091,0.0454,0.176,0.11,0.08,0.0317,0.133,0.13,0.064,0.0198,0.072,0.04,0.034,0.0082,0.027,-0.03,-0.036,-0.0386,-0.12,-0.02,0.01,0.0328,0.15,0.15,0.13,0.0328,0.38,,0.13,,0.33,0.2,0.11
每股指标,稀释每股收益,0.1831,0.12,0.0575,0.2057,,0.09,0.0405,0.175,,0.0839,0.037,0.1208,,0.073,,0.1061,,0.0475,,0.0476,,,,,,,,,,,,,,,,,,,,,,,,0.133,,,,,,,,0.027,,,,,,,,,,,,,,,,,,
每股指标,摊薄每股收益_最新股数,0.183094,0.116699,0.057529,0.205652,0.153487,0.088252,0.039654,0.172689,0.101584,0.08219,0.036235,0.11947,0.09152,0.072936,0.02547,0.106148,0.064032,0.047466,0.017257,0.047269,0.041376,0.022781,0.006191,0.080617,0.056729,0.038076,0.01681,0.111044,0.049023,0.049636,0.034237,0.175312,0.126878,0.115938,0.059392,0.220038,0.147238,0.090468,0.045364,0.176354,0.108781,0.080107,0.031709,0.133465,0.125803,0.063899,0.019776,0.062766,0.03791,0.029306,0.006994,0.022947,-0.027199,-0.030308,-0.032834,-0.101079,-0.015414,0.007012,0.003805,0.124748,0.125399,0.106141,0.026448,0.225341,0.141031,0.079357,0.01268,0.19653,0.118002,0.064356
每股指标,摊薄每股净资产_期末股数,4.413895,4.397907,4.360784,4.296747,4.269463,4.293135,4.252265,4.222098,4.174242,4.222282,4.15509,4.107347,4.049649,4.045848,4.032844,4.007456,3.898838,3.885279,3.885339,3.865713,3.863564,3.847573,3.873657,3.867648,3.847302,3.828105,3.852716,3.831054,3.771546,3.771261,3.809582,3.771508,3.730294,3.718824,3.766056,3.705578,3.610271,3.543823,3.642499,3.596438,3.523327,3.493028,3.545235,3.516641,3.494659,3.435607,3.474158,3.450003,3.422891,3.258573,3.232647,3.229481,3.171004,3.163761,3.160672,3.200997,3.300247,3.329763,3.387491,3.383056,3.38436,3.360606,3.267561,1.341397,1.524912,1.423503,1.334794,1.292464,,
每股指标,调整每股净资产_期末股数,3.856803,3.858861,3.807316,3.72985,3.717559,3.740882,3.692971,3.659442,3.668199,3.72073,3.64578,3.617807,3.567262,3.567054,3.570311,3.526709,3.451845,3.428749,3.42521,3.399427,3.424986,3.388713,3.408201,3.395843,3.368636,3.348603,3.36586,3.343663,3.308788,3.310317,3.349822,3.305657,3.269456,3.265461,3.309566,3.244676,3.189795,3.134883,3.243752,3.194718,3.142074,3.106991,3.16126,3.138144,3.110901,3.061067,3.111313,3.084775,3.08014,2.865768,2.841924,2.84125,2.789877,2.816773,2.816934,2.855845,2.97021,3.006619,3.110458,3.106829,3.133934,3.11284,3.021274,0.998632,1.15892,1.065356,0.977639,0.948583,,
每股指标,每股净资产_最新股数,4.413895,4.397907,4.360784,4.296747,4.269463,4.293135,4.252265,4.222098,4.174242,4.222282,4.15509,4.107347,4.049649,4.045848,4.032844,4.007456,3.898838,3.885279,3.885339,3.865713,3.863564,3.847573,3.873657,3.867648,3.847302,3.828105,3.852716,3.831054,3.771546,3.771261,3.809582,3.771508,3.730294,3.718824,3.766056,3.705578,3.610271,3.543823,3.642499,3.596438,3.523327,3.493028,3.545235,3.516641,3.494659,3.435607,3.474158,3.450003,3.422891,2.769787,2.74775,2.745058,2.695354,2.689197,2.686571,2.720847,2.80521,2.830299,2.879368,2.875597,2.876706,2.856515,2.777427,0.798157,0.907352,0.847012,0.794229,0.769041,0.694539,0.442303
每股指标,每股经营现金流,0.108307,-0.005716,-0.13811,0.682574,0.273813,0.130513,0.043929,0.237045,-0.21192,-0.463874,-0.371882,0.099181,-0.287149,-0.032334,0.124027,0.311521,-0.00463,0.072658,-0.097196,0.008518,-0.067231,-0.049512,0.116332,-0.294249,-0.168336,-0.029358,-0.375243,-0.12785,-0.521673,-0.457966,-0.340385,-0.065556,-0.135331,-0.03472,-0.147881,0.131575,-0.19111,-0.026247,-0.343745,0.616251,0.244317,0.176193,0.103852,0.00054,-0.070159,-0.063559,-0.232362,0.056605,-0.097154,-0.074525,-0.152579,0.26154,-0.061913,0.018208,-0.166671,-0.022244,-0.147606,-0.292383,-0.129704,-0.087138,-0.304233,-0.171306,-0.192658,0.339567,-0.36963,-0.25466,-0.182435,0.424122,,
每股指标,每股现金流量净额,-0.338112,-0.035358,-0.231723,0.200009,-0.284674,-0.100658,-0.101153,0.479886,0.105115,-0.366776,-0.613927,0.334177,-0.470181,-0.145488,-0.039674,0.317005,-0.152957,-0.067159,-0.176659,0.064969,0.055604,0.148871,0.245335,-0.7059,-0.650344,-0.283993,-0.513075,-0.066452,-0.527921,-0.355497,-0.227106,-0.375215,-0.464313,-0.257849,-0.188844,-0.06515,-0.500378,-0.439831,-0.638279,0.592777,0.047725,-0.016485,-0.110424,-0.314303,-0.702397,-0.567467,-0.410696,0.484648,0.339088,-0.225758,-0.254097,-0.13843,-0.475422,-0.163279,-0.32187,-0.095397,-0.199165,-0.463419,-0.262798,0.981407,0.746714,1.042176,1.298857,-0.024093,-0.13711,-0.325931,-0.359682,0.086917,,
每股指标,每股企业自由现金流量,,0.043606,,0.38021,,0.030149,,0.44405,,-0.09743,,0.217832,,0.04629,,0.263582,,0.283855,,0.244675,,0.192527,,0.008992,,0.050324,,0.196541,,0.096853,,0.124157,,0.085076,,0.219808,,0.168722,,0.101311,,0.09511,,0.108346,,0.069606,,-0.516061,,-0.022846,,0.339394,,0.278184,,-0.107734,,0.02985,,-1.871158,,-1.863817,,0.158952,,0.076318,,0.045582,,
每股指标,每股股东自由现金流量,,0.057151,,0.299877,,-0.110552,,0.110698,,-0.203549,,0.464746,,0.155806,,0.219004,,0.268147,,0.229355,,0.343737,,0.072524,,0.059086,,0.218369,,0.099432,,0.131013,,0.082855,,0.244418,,0.184732,,0.096153,,0.094342,,0.017579,,0.110672,,-0.581048,,-0.0814,,0.156692,,0.29034,,-0.016707,,-0.011953,,-2.91374,,-2.855364,,0.921679,,0.080343,,0.07149,,
每股指标,每股未分配利润,0.945536,0.926141,0.888971,0.831442,0.848696,0.844046,0.79539,0.755735,0.673027,0.698599,0.652575,0.61634,0.605602,0.587017,0.595187,0.569716,0.532264,0.518467,0.518461,0.501203,0.497692,0.479097,0.507842,0.501651,0.48745,0.468785,0.494903,0.478092,0.422957,0.42357,0.461171,0.426934,0.391646,0.380706,0.424299,0.364907,0.309141,0.252372,0.347267,0.301903,0.239068,0.210394,0.261997,0.230287,0.234088,0.17783,0.213707,0.19393,0.181261,0.203126,0.176877,0.168648,0.114171,0.110513,0.107542,0.14617,0.246953,0.273338,0.329565,0.325087,0.326715,0.304057,0.210301,0.255971,0.460281,0.357764,0.280602,0.260424,,
每股指标,每股资本公积金,2.379003,2.379003,2.379003,2.379003,2.341179,2.372646,2.372704,2.374928,2.379606,2.380239,2.342452,2.342452,2.342451,2.342451,2.311463,2.319462,2.25408,2.25408,2.25536,2.25536,2.25536,2.25536,2.25536,2.25536,2.256133,2.256133,2.256133,2.256133,2.25659,2.25659,2.25659,2.25659,2.256005,2.256005,2.256005,2.256005,2.249171,2.240892,2.240892,2.240892,2.228086,2.228086,2.228086,2.228086,2.202005,2.200006,2.203497,2.200709,2.198788,2.00596,2.00917,2.014233,2.014756,2.011173,2.011063,2.012766,2.011229,2.014356,2.015854,2.015898,2.016433,2.015354,2.015988,0.026573,0.028592,0.029802,0.028715,0.032123,,
每股指标,每股盈余公积金,0.143605,0.143605,0.143605,0.143605,0.133518,0.133518,0.133518,0.133518,0.120315,0.120315,0.120304,0.120304,0.113057,0.113057,0.113177,0.113057,0.103983,0.103983,0.103863,0.103863,0.103507,0.103507,0.103507,0.103507,0.098284,0.098284,0.098284,0.098284,0.091786,0.091786,0.091786,0.091786,0.080197,0.080197,0.080197,0.080197,0.065915,0.065915,0.065915,0.065915,0.062203,0.062203,0.062203,0.062203,0.048094,0.048094,0.048094,0.048094,0.037227,0.043796,0.043796,0.043796,0.042094,0.042094,0.042094,0.042094,0.042094,0.042094,0.042094,0.042094,0.041232,0.041232,0.041232,0.058901,0.036029,0.036029,0.025476,,,
每股指标,每股留存收益,1.089142,1.069746,1.032576,0.975047,0.982215,0.977564,0.928908,0.889254,0.793342,0.818914,0.772879,0.736644,0.718659,0.700075,0.708364,0.682773,0.636247,0.62245,0.622324,0.605066,0.6012,0.582605,0.61135,0.605159,0.585734,0.56707,0.593187,0.576376,0.514744,0.515356,0.552958,0.51872,0.471843,0.460903,0.504497,0.445104,0.375056,0.318287,0.413183,0.367818,0.301271,0.272598,0.3242,0.29249,0.282183,0.225925,0.261801,0.242025,0.218488,0.246923,0.220673,0.212445,0.156265,0.152607,0.149636,0.188265,0.289047,0.315432,0.371659,0.367181,0.367947,0.34529,0.251533,0.314873,0.49631,0.393794,0.306079,0.260424,,
每股指标,每股营业收入,3.308515,2.20475,1.023167,4.32604,2.957959,2.00629,0.91338,4.067184,2.662177,1.798702,0.911832,3.512857,2.57526,1.675301,0.748751,2.766482,2.12284,1.32724,0.554991,3.082792,1.842727,1.175925,0.476089,2.981552,1.867389,1.285265,0.52995,2.670735,1.611719,1.115681,0.4707,2.759743,1.718716,1.199182,0.483551,2.727313,1.70765,1.075265,0.474378,2.556522,1.610488,1.110686,0.527779,2.705813,1.956835,1.250179,0.495365,2.546241,1.772077,1.336561,0.549688,2.864545,1.842682,1.218838,0.45493,2.554283,1.771488,1.150471,0.476527,2.956743,2.063207,1.525564,0.555334,4.590547,,1.924995,0.714527,4.267453,,
每股指标,每股营业总收入,3.317205,2.210637,1.026398,4.346672,2.97413,2.017568,0.919103,4.106892,2.696411,1.823356,0.923373,3.553217,2.605425,1.696249,0.75847,2.806422,2.153066,1.347827,0.565251,3.119526,1.869688,1.193367,0.48454,3.019132,1.897791,1.306226,0.543515,2.713206,1.643118,1.136586,0.481559,2.807595,1.755625,1.223219,0.496017,2.765147,1.736425,1.094559,0.48564,2.601966,1.647895,1.13607,0.541335,2.747241,1.988706,1.273274,0.505201,2.574705,1.789443,1.349838,0.556269,2.892739,1.869747,1.234397,0.466252,2.581975,1.794711,1.166873,0.483365,2.967249,2.071116,1.529779,0.558612,4.600448,2.919406,1.924995,0.747774,4.267453,,
每股指标,每股息税前利润,0.261916,0.160791,0.083798,0.271414,0.229203,0.133266,0.061909,0.231227,0.14245,0.107303,0.049714,0.180763,0.127389,0.099648,0.034721,0.13979,0.087032,0.064558,0.024845,0.073445,0.072466,0.041752,0.012988,0.099653,0.072688,0.050394,0.021817,0.140279,0.069388,0.069835,0.047904,0.212299,0.171773,0.143056,0.069975,0.265349,0.173059,0.105807,0.05287,0.216573,0.130397,0.098098,0.034699,0.169499,0.138133,0.082395,0.020014,0.085789,0.054911,0.050756,0.012141,0.0685,-0.019487,-0.017516,-0.030884,-0.095712,-0.000569,0.02344,0.011853,0.202149,0.18958,0.163096,0.046035,0.52314,0.314319,0.188209,0.038981,0.43848,,
盈利能力,净资产收益率(ROE),4.2039,2.68,1.33,4.83,3.61,2.11,0.96,4.2,2.57,2.04,0.89,2.97,2.27,1.79,0.6336,2.7,1.67,1.22,0.445,1.23,1.07,0.59,0.16,2.1,1.48,0.994,0.341,2.93,1.3,1.313,0.903,4.71,3.42,3.109,1.59,6.07,4.06,2.534,1.2534,4.98,3.1,2.275,0.8981,3.83,3.62,1.849,0.5712,2.18,1.34,1.063,0.2547,0.84,-1.0,-1.121,-1.21,-3.61,-0.54,0.24,0.13,4.71,4.83,4.28,1.08,27.93,,9.46,,27.28,23.86,19.04
盈利能力,摊薄净资产收益率,4.148136,2.65352,1.319239,4.786245,3.595005,2.055662,0.932558,4.090144,2.433604,1.946583,0.872062,2.908691,2.259963,1.802744,0.631576,2.648765,1.642346,1.221701,0.444181,1.2228,1.070948,0.592113,0.15983,2.08441,1.474516,0.994651,0.436336,2.898542,1.299829,1.316175,0.898727,4.648336,3.401299,3.117604,1.577056,5.93803,4.078311,2.552858,1.245426,4.903596,3.087457,2.293357,0.894435,3.795258,3.599885,1.859929,0.569239,1.819317,1.107544,1.058059,0.254544,0.835974,-1.009113,-1.127061,-1.222169,-3.714988,-0.54948,0.24778,0.132181,4.338185,4.359148,3.715759,0.952251,28.232762,15.543156,9.37,1.596596,25.55,16.99,14.55
盈利能力,净资产收益率_平均,4.203924,2.684393,1.328997,4.825928,3.613362,2.071841,0.935438,4.138507,2.44851,1.969642,0.875399,2.944497,2.271798,1.811339,0.633571,2.695707,1.64889,1.224442,0.445181,1.222494,1.070382,0.590572,0.159954,2.094317,1.477636,0.994268,0.437566,2.921245,1.299835,1.316132,0.903241,4.689323,3.412605,3.123166,1.589822,6.026782,4.086139,2.534047,1.25335,4.958607,3.090389,2.285632,0.898057,3.831561,3.623033,1.85604,0.571225,2.02634,1.229259,1.062804,0.254669,0.839677,-1.004363,-1.120467,-1.214422,-3.612263,-0.542672,0.245813,0.132267,6.791348,6.824736,5.808521,1.479372,28.757288,16.825547,9.821189,1.622321,26.856185,20.759747,14.550311
