常用指标,总资产报酬率(ROA),7.923691,4.728525,2.770838,4.893256,4.347425,3.37884,1.377713,0.620818,-0.457449,-0.400393,-1.16654,6.420868,6.677102,6.238011,2.340203,16.228453,13.386415,8.728109,2.851338,8.061725,7.302588,3.691661,0.554963,5.277357,6.22584,3.312206,1.026876,4.412027,4.015363,3.232615,0.719744,0.132283,1.045435,0.15091,-0.477903,7.088224,6.446182,4.554766,2.64256,8.804135,5.857597,5.162827,,9.631945,,,45.271921,130.680429,38.643357
常用指标,毛利率,32.850496,33.025965,32.527375,31.191287,32.181374,32.973026,33.440698,32.405532,32.293491,31.52404,31.876778,38.317059,39.039184,41.010512,44.45663,40.506739,40.551188,37.165297,30.484856,33.85355,33.652601,34.320015,33.211334,32.608215,32.020448,31.923528,31.259874,34.195747,32.472175,32.138097,29.860383,39.119619,41.02564,42.111957,42.415423,41.095204,41.882496,44.115076,46.98388,37.386357,37.016721,37.571978,36.521698,30.437179,29.010099,30.01307,41.320039,56.602223,45.297365
常用指标,销售净利率,12.886737,12.053305,14.769856,7.288131,8.959281,11.204299,11.986735,1.372562,-1.833852,-2.51446,-17.381061,13.939321,18.958422,24.402294,18.479596,23.940597,24.610947,23.110448,17.20703,13.600534,16.453048,14.376299,9.923082,9.046351,14.030555,11.609241,7.038373,7.895182,13.634649,10.913057,-4.041314,-0.144977,0.061494,-0.352943,-5.155507,11.526178,15.602077,13.859843,16.315376,10.581152,11.517275,12.075674,14.713802,8.884125,8.900214,9.978309,25.388268,42.643263,22.573217
常用指标,期间费用率,21.781405,23.107737,23.784875,26.369903,26.980428,27.476309,31.981765,31.651409,35.800152,36.17892,56.252811,30.813151,27.303244,25.507465,25.835306,22.090724,18.508656,17.58929,15.109123,25.659115,20.426455,20.690964,23.231228,24.832152,19.019165,20.245374,23.691043,26.226457,21.277373,24.751039,40.085858,40.735932,43.98972,47.391364,49.460816,29.419339,24.882136,27.96348,27.737917,22.832676,19.552938,19.934367,19.671907,21.018781,18.060854,16.629446,14.502253,10.226951,24.39662
常用指标,资产负债率,18.024849,18.378463,14.44584,15.577367,18.683244,18.413736,17.000965,16.119873,15.565736,12.129609,11.008053,16.895377,17.959933,18.043967,18.23857,19.552012,19.076653,19.704664,13.150797,14.965633,11.105682,9.931762,12.805005,14.34207,13.145134,12.784952,10.065404,12.805082,11.996079,11.008713,9.116357,11.880415,7.412027,10.060363,12.268841,14.483481,10.533419,10.329227,11.103836,14.137258,14.437878,10.344206,,16.54773,,,15.479375,20.218585,22.60697
每股指标,基本每股收益,0.34,0.2,0.14,0.26,0.24,0.15,0.08,0.04,-0.03,-0.03,-0.07,0.34,0.35,0.32,0.23,0.79,1.18,0.39,0.26,0.62,0.53,0.26,0.08,0.41,0.46,0.25,0.07,0.36,0.44,0.23,-0.04,0.05,0.017,0.005,-0.04,0.92,0.86,0.413,0.24,0.89,0.61,0.392,0.32,0.92,0.69,0.52,3.49,4.76,0.53
每股指标,稀释每股收益,0.34,0.2,0.14,0.26,0.24,0.15,0.08,0.04,-0.03,-0.03,-0.07,0.33,0.35,0.32,0.23,0.78,1.17,0.39,0.26,0.62,0.53,0.26,0.08,0.41,0.46,0.25,0.07,0.36,0.44,0.23,-0.04,0.05,0.017,0.005,-0.04,0.92,0.86,0.413,0.24,0.89,0.61,0.392,0.32,0.92,0.69,0.52,3.49,4.76,0.53
每股指标,摊薄每股收益_最新股数,0.337333,0.19525,0.110914,0.202011,0.182925,0.144248,0.059469,0.027819,-0.024902,-0.02058,-0.050231,0.255697,0.268982,0.245972,0.093072,0.599033,0.471396,0.293393,0.104507,0.248058,0.21315,0.104248,0.031455,0.163103,0.183947,0.099473,0.029361,0.14311,0.175304,0.091409,-0.015626,0.020995,0.006757,0.002047,-0.00896,0.180153,0.167319,0.080084,0.047237,0.155041,0.118507,0.075895,0.045918,0.133673,0.100498,0.076077,0.507532,0.69197,0.071375
每股指标,摊薄每股净资产_期末股数,3.789185,3.67092,4.888352,4.727355,4.762506,4.757517,4.785779,4.690003,4.577422,4.565073,4.638243,4.694618,4.663016,4.626842,8.715272,8.473374,7.946721,7.43096,7.342156,7.079733,6.899092,6.627993,6.740354,6.654479,6.627735,6.416184,6.541096,6.404845,6.509507,6.302318,6.063283,6.075673,6.032066,6.01912,12.260047,12.303261,12.557299,9.794208,9.822636,9.579368,9.389984,9.170155,,8.326439,,,8.107055,5.415325,1.961117
每股指标,调整每股净资产_期末股数,3.555989,3.463497,4.607176,4.415118,4.391672,4.606523,4.618517,4.491191,4.355288,4.346674,4.395149,4.443228,4.380334,4.32599,8.10269,7.884966,7.42203,6.996891,7.179543,6.879546,6.677363,6.398501,6.470581,6.37887,6.310533,6.059993,6.152787,5.999154,6.183352,6.001602,5.726494,5.698898,5.508991,5.531058,11.289228,11.28941,11.576129,9.242781,9.203793,8.959903,8.779402,8.504776,,7.435424,,,7.269713,4.59783,1.802479
每股指标,每股净资产_最新股数,3.788589,3.670342,3.750445,3.626022,3.654679,3.650275,3.662847,3.589544,3.504117,3.494663,3.544181,3.58322,3.5591,3.531915,3.49487,3.397868,3.186677,2.979854,2.944243,2.83901,2.763312,2.654728,2.699733,2.665337,2.654625,2.569892,2.619923,2.571494,2.613515,2.530331,2.43436,2.448701,2.431126,2.425909,2.474918,2.483642,2.534924,1.898499,1.904009,1.856855,1.820145,1.777533,,1.210491,,,1.178597,0.787275,0.142552
每股指标,每股经营现金流,0.329806,0.165713,0.121803,0.310162,0.075192,0.056855,-0.008471,0.298138,0.216372,0.05298,-0.342757,-0.045981,-0.330257,-0.152886,-0.271395,1.077897,0.988033,0.725904,0.259837,1.184102,0.46801,-0.283878,-0.321374,1.103807,0.829485,0.465277,-0.008377,-0.210615,0.047903,-0.001108,-0.180105,0.277396,-0.435841,-0.586531,-0.837544,0.463937,0.361203,-0.100381,-0.141755,1.70367,1.19139,0.290422,,2.710384,,,3.581924,3.65192,0.912364
每股指标,每股现金流量净额,-0.252127,-0.287025,0.07739,0.053695,-0.313658,-0.217337,0.031074,-1.439902,-0.347071,0.092699,0.108487,-0.923938,-0.607495,-0.252453,-0.213608,0.23226,0.030042,0.26284,0.275302,0.083691,-0.51716,-1.752332,-0.993194,1.141997,1.286874,0.96346,0.154717,-0.176661,0.103607,-0.115505,-0.262061,-0.367048,-1.056024,-0.839161,-1.13138,0.42469,2.088423,-1.506671,-0.290846,3.600672,3.665063,2.619826,,1.25599,,,1.798448,2.779089,0.978474
每股指标,每股企业自由现金流量,,0.11118,,0.027974,,0.008115,,0.029699,,0.051311,,0.598836,,0.376012,,0.676197,,0.698927,,0.616834,,0.78933,,0.39349,,0.222529,,0.215047,,0.177089,,0.174448,,0.234992,,-2.319637,,1.143043,,-2.644096,,-2.580038,,0.755206,,,0.467827,0.758084,
每股指标,每股股东自由现金流量,,0.166192,,-0.109243,,0.107352,,0.200859,,0.129491,,0.416735,,0.488396,,1.16593,,0.858678,,0.507577,,0.659767,,0.597476,,0.519713,,0.215047,,0.177089,,0.174448,,0.234992,,-2.337642,,1.143043,,-2.644096,,-2.579985,,0.755206,,,0.467827,0.758084,
每股指标,每股未分配利润,2.040991,1.894974,2.609608,2.461341,2.40571,2.35568,2.400771,2.32307,2.248049,2.248034,2.36335,2.431965,2.477084,2.446642,4.776134,4.544036,4.316598,3.872704,3.796207,3.535593,3.506714,3.234821,3.353081,3.274547,3.365056,3.154153,3.279106,3.19814,3.298904,3.089947,2.848351,2.876227,2.877895,2.866208,5.967897,6.012286,6.02855,5.828241,5.858786,5.61509,5.489184,5.26935,,6.703748,,,6.484268,3.832874,0.618197
每股指标,每股资本公积金,0.38262,0.37593,0.75305,0.738095,0.731105,0.720809,0.676923,0.668701,0.676911,0.662249,0.625816,0.600434,0.597598,0.593971,1.977177,1.966792,1.955436,1.944057,1.921301,1.921301,1.902291,1.902291,1.902291,1.902291,1.904841,1.904841,1.904841,1.940753,1.962531,1.962531,1.962531,2.019901,2.013573,2.013573,5.143095,5.143095,5.105493,2.525922,2.525922,2.525922,2.525922,2.525922,,0.123073,,,0.123073,0.123073,0.246147
每股指标,每股盈余公积金,0.222001,0.222001,0.289312,0.289384,0.288844,0.28889,0.289608,0.289608,0.289547,0.289547,0.290078,0.290405,0.262692,0.26266,0.5,0.5,0.409146,0.409146,0.409146,0.409146,0.348324,0.348324,0.348324,0.348324,0.309854,0.309854,0.309854,0.309113,0.288535,0.288535,0.288535,0.287431,0.250436,0.250436,0.5,0.5,0.420162,0.437567,0.437567,0.437567,0.375,0.375,,0.5,,,0.5,0.460297,0.098622
每股指标,每股留存收益,2.262992,2.116975,2.89892,2.750725,2.694554,2.64457,2.690379,2.612679,2.537597,2.537581,2.653428,2.722371,2.739776,2.709302,5.276134,5.044036,4.725745,4.281851,4.205354,3.94474,3.855039,3.583145,3.701406,3.622871,3.67491,3.464007,3.58896,3.507254,3.587439,3.378482,3.136886,3.163659,3.128331,3.116644,6.467897,6.512286,6.448713,6.265809,6.296354,6.052657,5.864184,5.64435,,7.203748,,,6.984268,4.293171,0.716819
每股指标,每股营业收入,2.618092,1.620145,0.978796,3.613662,2.66064,1.677954,0.648222,2.648189,1.773867,1.06917,0.37821,2.40332,1.858865,1.320475,1.255967,6.239734,4.776484,3.165859,1.514576,4.548285,3.23446,1.810439,0.791431,4.426233,3.213848,2.06941,0.985878,4.117921,3.111257,2.009938,0.890349,3.609979,2.295099,1.34889,1.080608,7.513983,5.274651,2.980925,1.49366,7.559159,5.308311,3.242376,,10.349698,,,13.750826,11.161815,4.349924
每股指标,每股营业总收入,2.618092,1.620145,0.978796,3.613662,2.66064,1.677954,0.648222,2.648189,1.773867,1.06917,0.37821,2.40332,1.858865,1.320475,1.255967,6.239734,4.776484,3.165859,1.514576,4.548285,3.23446,1.810439,0.791431,4.426233,3.213848,2.06941,0.985878,4.117921,3.111257,2.009938,0.890349,3.609979,2.295099,1.34889,1.080608,7.513983,5.274651,2.980925,1.49366,7.559159,5.308311,3.242376,,10.349698,,,13.750826,11.161815,4.349924
每股指标,每股息税前利润,0.353322,0.207895,0.156718,0.273503,0.248526,0.192741,0.078236,0.034849,-0.025287,-0.02168,-0.063325,0.359015,0.374504,0.34866,0.247969,1.530218,1.214535,0.767212,0.239222,0.648374,0.567034,0.279228,0.043006,0.403266,0.47588,0.248628,0.076654,0.32213,0.294605,0.232129,0.050238,0.009618,0.074217,0.010856,-0.070158,0.907734,0.81422,0.502823,0.293405,0.820533,0.540585,0.457201,,0.942451,,,3.707659,5.262951,0.979211
盈利能力,净资产收益率(ROE),9.13,5.32,3.01,5.63,5.06,3.98,1.64,0.78,-0.7,-0.58,-1.41,7.39,7.75,7.04,2.7,19.3,15.61,9.91,3.61,9.05,7.83,3.86,1.17,6.23,7.0,3.8,1.14,5.7,6.92,3.67,-0.64,0.85,0.27,0.08,-0.36,8.81,8.65,4.25,2.51,9.88,8.0,5.75,3.72,11.27,,6.34,52.15,145.99,79.93
盈利能力,摊薄净资产收益率,8.903936,5.319677,2.957373,5.571158,5.005227,3.951703,1.623574,0.775011,-0.710664,-0.588903,-1.417283,7.13597,7.557586,6.96428,2.663115,17.62969,14.792741,9.845892,3.549551,8.737491,7.713585,3.926893,1.165138,6.119445,6.929303,3.870728,1.120706,5.565269,6.707608,3.612565,-0.641908,0.85742,0.277955,0.084387,-0.362063,7.253586,6.600575,4.218325,2.480967,8.349675,6.510903,4.269706,,11.042896,,,43.062448,87.894292,50.069302
盈利能力,净资产收益率_平均,9.099157,5.35199,3.007257,5.599323,5.050231,3.984852,1.639984,0.775706,-0.702743,-0.581544,-1.409542,7.325434,7.732738,7.098994,2.700594,19.209404,15.646244,10.084208,3.614139,9.013176,7.852799,3.919062,1.172608,6.229104,7.039526,3.869521,1.13116,5.701395,6.925992,3.671792,-0.640023,0.851346,0.274984,0.083395,-0.361426,8.301037,7.619672,4.265103,2.512074,10.109152,7.820659,5.079975,,11.190317,,,51.634347,148.838282,50.069302
盈利能力,净资产收益率_平均_扣除非经常损益,8.04035,4.479773,1.8453,3.890048,3.645662,2.720219,0.579963,0.238802,-1.443059,-1.235416,-1.985617,3.796966,4.929279,4.441559,2.719638,14.142805,13.917601,8.405479,3.208885,3.64727,4.697083,3.29404,1.034657,3.967487,5.710142,3.241544,0.811464,2.578488,4.803822,2.026312,-1.807059,-1.438584,-1.078596,-1.205938,-0.655945,7.638048,7.365591,4.090999,2.503323,8.849724,7.026497,4.576453,,10.41117,,,50.652755,148.40377,45.730025
盈利能力,摊薄净资产收益率_扣除非经常损益,7.867846,4.452726,1.81469,3.870481,3.613175,2.69759,0.57416,0.238588,-1.459324,-1.25105,-1.996523,3.698761,4.817627,4.357274,2.681896,12.979751,13.158396,8.206836,3.151539,3.535711,4.613814,3.300622,1.028066,3.897643,5.620734,3.242555,0.803964,2.516925,4.652352,1.993627,-1.812382,-1.448847,-1.090246,-1.220288,-0.657101,6.674255,6.380476,4.04613,2.472325,7.309448,5.849742,3.846497,,10.274013,,,42.243812,87.637698,
盈利能力,息税前利润率,13.4954,12.831902,16.011342,7.568586,9.34087,11.486675,12.06933,1.315992,-1.425559,-2.02783,-16.743331,14.93832,20.146915,26.404177,19.743301,24.523783,25.427397,24.23394,15.794662,14.255355,17.53102,15.423243,5.434013,9.110836,14.807184,12.014458,7.775263,7.822655,9.469002,11.54908,5.642529,0.266433,3.233725,0.804867,-6.492507,12.080599,15.436476,16.868044,19.643394,10.854821,10.183755,14.100826,14.749756,9.106081,9.127802,9.989128,26.963176,47.151391,22.511006
盈利能力,总资产报酬率,7.923691,4.728525,2.770838,4.893256,4.347425,3.37884,1.377713,0.620818,-0.457449,-0.400393,-1.16654,6.420868,6.677102,6.238011,2.340203,16.228453,13.386415,8.728109,2.851338,8.061725,7.302588,3.691661,0.554963,5.277357,6.22584,3.312206,1.026876,4.412027,4.015363,3.232615,0.719744,0.132283,1.045435,0.15091,-0.477903,7.088224,6.446182,4.554766,2.64256,8.804135,5.857597,5.162827,,9.631945,,,45.271921,130.680429,38.643357
盈利能力,总资本回报率,8.915955,5.309706,3.100653,5.459059,4.938962,3.802452,1.532443,0.710418,-0.52028,-0.451897,-1.304032,7.481745,7.765241,7.088437,2.671686,18.836506,15.619684,10.317477,3.273442,9.236163,8.125405,4.110428,0.621992,6.068778,7.124085,3.784409,1.167234,5.15176,4.672225,3.743076,0.825885,0.157161,1.217231,0.17825,-0.571246,8.443412,7.485144,5.19082,3.024488,10.370613,6.821737,5.931913,,11.469889,,,54.837377,164.573054,49.931315
盈利能力,投入资本回报率,8.646962,5.079671,2.913889,5.524627,4.932929,3.817391,1.582938,0.872507,-0.573857,-0.493769,-1.307905,7.181543,7.469148,6.610481,2.518089,18.411585,15.122148,9.839156,3.140398,8.907815,7.693426,3.891117,0.47834,6.198837,6.875295,3.780303,1.116337,5.700569,4.38753,3.671256,0.63119,0.851221,1.15767,0.083395,-0.536274,8.30251,6.62979,4.265103,2.558424,10.117709,5.483548,5.079975,,11.210791,,,51.634347,148.838282,50.05886
盈利能力,息前税后总资产报酬率_平均,7.684634,4.523669,2.60394,4.952028,4.342114,3.392115,1.42311,0.762453,-0.504548,-0.437487,-1.169988,6.163233,6.422501,5.817397,2.205664,15.862366,12.960016,8.323472,3.106306,7.775129,6.914353,3.494693,1.013421,5.301406,5.899372,3.200569,0.929631,4.452933,5.78182,3.054591,-0.515498,-0.071981,0.01988,-0.066175,-0.379489,6.764158,6.515336,3.742481,2.194852,8.589432,6.624625,4.421345,,9.414365,,,42.627606,118.186119,38.75015
盈利能力,毛利率,32.850496,33.025965,32.527375,31.191287,32.181374,32.973026,33.440698,32.405532,32.293491,31.52404,31.876778,38.317059,39.039184,41.010512,44.45663,40.506739,40.551188,37.165297,30.484856,33.85355,33.652601,34.320015,33.211334,32.608215,32.020448,31.923528,31.259874,34.195747,32.472175,32.138097,29.860383,39.119619,41.02564,42.111957,42.415423,41.095204,41.882496,44.115076,46.98388,37.386357,37.016721,37.571978,36.521698,30.437179,29.010099,30.01307,41.320039,56.602223,45.297365
盈利能力,销售净利率,12.886737,12.053305,14.769856,7.288131,8.959281,11.204299,11.986735,1.372562,-1.833852,-2.51446,-17.381061,13.939321,18.958422,24.402294,18.479596,23.940597,24.610947,23.110448,17.20703,13.600534,16.453048,14.376299,9.923082,9.046351,14.030555,11.609241,7.038373,7.895182,13.634649,10.913057,-4.041314,-0.144977,0.061494,-0.352943,-5.155507,11.526178,15.602077,13.859843,16.315376,10.581152,11.517275,12.075674,14.713802,8.884125,8.900214,9.978309,25.388268,42.643263,22.573217
盈利能力,成本费用利润率,14.948561,13.997536,17.241629,7.561809,9.462849,11.808235,11.760621,1.080477,-1.629921,-2.223112,-13.934815,15.718193,22.349566,30.986517,24.102932,30.02282,32.608665,30.132725,21.092036,15.366515,20.034913,17.597588,12.417359,9.764094,17.019799,13.602732,8.411326,8.500049,16.452784,12.470266,-2.75909,0.262195,0.863176,0.764506,-4.208746,13.675187,21.057792,20.11731,23.952188,12.693191,16.3746,17.120468,20.664602,10.034958,11.307166,12.96514,36.843893,87.928448,28.46514
盈利能力,营业利润率,13.288791,12.601024,15.718142,7.159581,8.919868,11.175306,11.58993,1.020314,-1.679243,-2.317698,-17.33673,14.583857,19.705393,26.152369,19.535955,24.492315,25.421178,24.233128,17.838277,14.105995,17.387143,15.187893,11.170179,9.024013,14.823075,11.993588,7.77322,7.525004,14.046024,11.254467,-3.48328,0.210938,0.445578,0.281071,-8.34613,10.545911,16.414449,15.532724,18.394581,8.998193,11.930195,12.427367,15.919606,7.892772,9.037523,10.597099,25.373781,45.298265,20.414179
盈利能力,总资产净利率_平均,7.56632,4.441614,2.555993,4.711935,4.169825,3.295778,1.368285,0.647505,-0.588466,-0.496478,-1.210972,5.991473,6.283211,5.765064,2.190414,15.842534,12.956589,8.323472,3.106306,7.69141,6.853556,3.441068,1.013421,5.329054,6.008344,3.308537,0.982024,4.882034,5.951144,3.170589,-0.557603,0.716476,0.236174,0.070604,-0.302368,6.9687,6.562037,3.742481,2.194852,8.582167,6.624625,4.421345,,9.397171,,,42.627606,118.186119,38.75015
盈利能力,总资产净利率_平均(含少数股东损益),7.56632,4.441614,2.555993,4.711935,4.169825,3.295778,1.368285,0.647505,-0.588466,-0.496478,-1.210972,5.991473,6.283211,5.765064,2.190414,15.842534,12.956589,8.323472,3.106306,7.69141,6.853556,3.441068,1.013421,5.240005,5.899298,3.200494,0.929555,4.452933,5.78182,3.054591,-0.515498,-0.071981,0.01988,-0.066175,-0.379489,6.762921,6.515336,3.742481,2.194852,8.582167,6.624625,4.421345,,9.397171,,,42.627606,118.186119,38.75015
成长能力,归母净利润,278444419.16,161165027.34,91552036.22,166745799.11,150991324.68,119066305.92,49087393.65,22962876.7,-20555214.98,-16987459.52,-41462137.06,210978402.25,221949766.75,202930939.67,76828492.59,494458759.71,389103966.25,242174832.88,86263306.09,204754125.73,175940271.1,86049458.17,25964333.71,134630402.49,151834933.78,82108191.67,24235907.93,118127426.72,144701047.64,75452214.91,-12898438.37,17330406.47,5577775.06,1689795.37,-7396470.58,148703352.98,138110193.88,66104250.14,38991421.14,127975383.67,97819654.37,62646204.31,37902552.37,110337619.86,82953927.54,62796085.35,418931602.43,571171463.57,58915067.23
成长能力,营业总收入,2160705344.32,1337102269.11,619857313.18,2287908816.3,1685306140.24,1062684065.76,409514283.15,1672993031.36,1120875922.88,675590524.76,238547790.02,1514132177.25,1171116292.62,832021856.87,415726312.92,2065356818.73,1581019850.22,1047901928.67,501325932.89,1505485852.54,1069347579.98,598550807.43,261655931.25,1463360308.85,1062532766.65,684169462.26,325941887.01,1364689742.56,1031078743.07,666098783.22,295064270.79,1200950545.97,763522606.07,448742203.75,180059497.15,1252039237.33,878904060.7,476948038.84,238985721.38,1209465496.1,849329836.77,518780181.17,257598616.19,1241963822.0,932044185.13,629325921.46,1650099167.83,1339417803.66,260995440.17
成长能力,净利润,278444419.16,161165027.34,91552036.22,166745799.11,150991324.68,119066305.92,49087393.65,22962876.7,-20555214.98,-16987459.52,-41462137.06,210978402.25,221949766.75,202930939.67,76828492.59,494458759.71,389103966.25,242174832.88,86263306.09,204754125.73,175940271.1,86049458.17,25964333.71,132380714.85,149079246.1,79426882.12,22941007.61,107744751.9,140583967.7,72691746.44,-11924475.53,-1741103.48,469521.64,-1583807.71,-9282981.66,144312283.29,137127288.88,66104250.14,38991421.14,127975383.67,97819654.37,62646204.31,37902552.37,110337619.86,82953927.54,62796085.35,418931602.43,571171463.57,58915067.23
